Customer ID,Age,Gender,Income,Education,Country,Mariage,Children,Total spending,Frequency,Average spending,Quartile,Cluster
12520.0,58,Other,49843,PhD,Germany,Single,0,526.09,6,87.68,4,2
12523.0,69,Female,77118,High School,France,Single,3,1220.54,30,40.68,4,2
12524.0,34,Female,74667,Master,Germany,Married,2,769.68,18,42.76,4,2
12528.0,56,Female,71741,High School,Germany,Single,0,512.34,8,64.04,4,2
12530.0,64,Other,56346,High School,Germany,Single,0,556.82,12,46.4,4,2
12536.0,31,Female,93641,College,France,Married,1,13255.22,5,2651.04,4,2
12539.0,79,Male,83947,Bachelor,Spain,Single,2,3619.52,8,452.44,4,0
12540.0,20,Other,21038,PhD,Spain,Married,4,3062.24,36,85.06,4,3
12553.0,20,Other,77648,College,France,Married,3,846.19,17,49.78,4,2
12562.0,21,Male,17392,High School,France,Single,2,675.99,9,75.11,4,2
12567.0,31,Male,87880,College,France,Married,0,2375.28,17,139.72,4,2
12569.0,63,Female,30351,College,Germany,Single,0,1061.65,35,30.33,4,2
12577.0,43,Other,20836,Master,France,Single,2,558.06,9,62.01,4,2
12578.0,34,Male,86478,PhD,Italy,Married,1,555.58,7,79.37,4,2
12583.0,79,Female,47316,High School,France,Single,0,1477.36,31,47.66,4,2
12584.0,37,Other,96766,College,Italy,Married,2,938.1,18,52.12,4,2
12586.0,58,Male,48329,PhD,Italy,Single,4,498.42,5,99.68,4,2
12589.0,77,Male,89310,College,France,Single,3,2846.37,11,258.76,4,2
12590.0,77,Male,25506,High School,Germany,Single,2,726.56,5,145.31,4,2
12592.0,24,Female,35688,Bachelor,Germany,Single,0,2307.48,8,288.44,4,2
12594.0,49,Other,66604,Bachelor,Italy,Married,2,630.37,17,37.08,4,2
12597.0,74,Male,37384,Master,Spain,Married,1,852.51,5,170.5,4,3
12598.0,42,Female,49565,College,France,Married,4,589.53,15,39.3,4,2
12600.0,59,Female,94210,College,Germany,Married,2,852.06,26,32.77,4,2
12609.0,75,Male,74136,High School,Germany,Single,3,708.52,10,70.85,4,2
12610.0,19,Female,63679,College,Italy,Single,3,545.77,7,77.97,4,2
12613.0,62,Male,58950,PhD,Germany,Married,1,1032.3,13,79.41,4,2
12615.0,79,Other,94553,Master,France,Single,1,890.14,11,80.92,4,2
12619.0,65,Other,45033,High School,Germany,Married,2,1056.05,14,75.43,4,2
12621.0,60,Male,42062,College,Germany,Married,2,2412.46,44,54.83,4,2
12623.0,56,Male,30964,PhD,Germany,Single,4,549.31,9,61.03,4,2
12626.0,79,Other,71118,College,Germany,Single,3,872.0,13,67.08,4,2
12627.0,23,Other,76589,Bachelor,Germany,Married,4,675.72,7,96.53,4,2
12631.0,29,Other,28580,High School,Finland,Single,1,578.52,7,82.65,4,2
12633.0,38,Other,19083,Bachelor,Germany,Married,0,980.69,10,98.07,4,2
12635.0,72,Male,98726,Bachelor,Germany,Married,3,472.78,4,118.2,4,2
12637.0,55,Female,45579,PhD,France,Married,3,1621.98,14,115.86,4,2
12647.0,71,Female,61694,College,Germany,Married,0,2787.08,45,61.94,4,2
12656.0,27,Female,59441,High School,France,Married,4,990.7,12,82.56,4,2
12662.0,44,Other,78079,PhD,Germany,Single,2,1374.04,22,62.46,4,2
12664.0,62,Other,60601,High School,Finland,Married,1,529.92,12,44.16,4,2
12668.0,28,Female,27267,Bachelor,Germany,Single,3,1892.47,12,157.71,4,2
12669.0,45,Other,22293,PhD,France,Married,0,2524.18,4,631.04,4,2
12676.0,62,Male,15790,Master,Sweden,Single,2,595.51,12,49.63,4,0
12678.0,52,Female,46921,PhD,France,Single,2,1819.91,23,79.13,4,2
12681.0,23,Female,39344,Bachelor,France,Married,1,4476.04,56,79.93,4,2
12682.0,58,Female,49032,High School,France,Single,1,3762.13,53,70.98,4,2
12683.0,54,Male,14892,College,France,Single,3,1617.44,27,59.91,4,2
12685.0,29,Other,31994,College,France,Single,3,482.15,6,80.36,4,2
12687.0,23,Male,77478,PhD,Sweden,Single,0,564.93,2,282.46,4,0
12688.0,71,Female,33792,High School,Israel,Single,4,705.33,1,705.33,4,2
12700.0,54,Other,65477,Bachelor,France,Single,0,738.13,6,123.02,4,2
12704.0,57,Male,27789,PhD,Finland,Single,3,645.7,10,64.57,4,2
12705.0,78,Male,65383,PhD,Germany,Single,0,1636.73,22,74.4,4,2
12708.0,48,Male,66456,PhD,Germany,Married,2,1381.11,30,46.04,4,2
12709.0,47,Male,42457,Master,Germany,Single,2,2359.7,55,42.9,4,2
12712.0,36,Male,11729,Master,Germany,Single,3,1580.33,28,56.44,4,2
12714.0,47,Male,81055,Bachelor,France,Single,4,1786.9,12,148.91,4,2
12720.0,30,Male,36610,PhD,Germany,Married,2,1480.74,41,36.12,4,2
12721.0,62,Female,39028,PhD,France,Married,3,879.46,10,87.95,4,2
12725.0,65,Male,72989,Bachelor,Italy,Single,3,729.83,4,182.46,4,2
12727.0,39,Male,57085,Master,France,Single,1,685.51,12,57.13,4,2
12731.0,40,Other,82360,Master,France,Married,4,1340.28,19,70.54,4,2
12733.0,35,Other,22898,High School,USA,Single,0,583.11,6,97.18,4,0
12737.0,46,Male,63510,College,France,Single,1,3710.5,2,1855.25,4,2
12739.0,37,Other,99861,College,United Arab Emirates,Single,2,726.92,4,181.73,4,0
12744.0,39,Female,96561,Bachelor,Singapore,Single,0,25481.4,14,1820.1,4,1
12747.0,68,Male,33794,Master,United Kingdom,Married,2,1166.0,32,36.44,4,3
12748.0,50,Male,98342,Bachelor,United Kingdom,Married,1,25819.56,365,70.74,4,1
12749.0,45,Female,11666,College,United Kingdom,Single,4,2280.73,16,142.55,4,0
12753.0,35,Other,25178,High School,Japan,Married,3,536.39,11,48.76,4,3
12757.0,40,Other,25433,Master,Portugal,Married,4,8035.24,19,422.91,4,3
12758.0,34,Other,55008,PhD,Portugal,Single,2,714.05,8,89.26,4,0
12759.0,60,Other,98810,Master,Netherlands,Single,2,867.58,8,108.45,4,0
12766.0,26,Male,72573,Bachelor,Portugal,Single,3,1383.08,11,125.73,4,0
12779.0,76,Other,83326,PhD,Poland,Single,3,928.18,21,44.2,4,0
12782.0,70,Male,14132,College,Portugal,Single,3,926.54,14,66.18,4,0
12783.0,73,Male,41523,College,Portugal,Single,2,1649.24,8,206.16,4,0
12791.0,32,Male,70587,Bachelor,Netherlands,Single,2,561.51,8,70.19,4,0
12809.0,33,Female,88660,PhD,Portugal,Single,4,567.12,8,70.89,4,0
12835.0,78,Female,89164,Bachelor,United Kingdom,Single,4,2266.76,49,46.26,4,0
12836.0,36,Other,84779,High School,United Kingdom,Married,0,1929.71,17,113.51,4,3
12838.0,41,Male,46278,Bachelor,United Kingdom,Single,2,1026.32,12,85.53,4,0
12839.0,19,Male,26759,PhD,United Kingdom,Married,3,1237.44,31,39.92,4,3
12841.0,60,Other,31510,Bachelor,United Kingdom,Single,3,1737.55,42,41.37,4,0
12843.0,66,Male,69977,PhD,United Kingdom,Single,1,941.8,34,27.7,4,0
12849.0,53,Male,50160,PhD,United Kingdom,Single,4,532.56,6,88.76,4,0
12853.0,27,Female,57481,PhD,United Kingdom,Married,2,634.29,16,39.64,4,3
12854.0,62,Male,73254,Bachelor,United Kingdom,Single,4,845.26,11,76.84,4,0
12856.0,75,Other,48120,Master,United Kingdom,Married,4,815.88,8,101.98,4,3
12865.0,74,Male,84028,PhD,Austria,Single,3,597.4,5,119.48,4,2
12867.0,74,Other,20935,High School,United Kingdom,Single,1,1481.7,16,92.61,4,0
12872.0,24,Other,14735,Bachelor,United Kingdom,Single,3,1141.23,13,87.79,4,0
12877.0,20,Female,25984,PhD,United Kingdom,Single,4,547.02,20,27.35,4,0
12909.0,67,Male,76588,PhD,United Kingdom,Single,0,828.4,13,63.72,4,0
12911.0,72,Female,28861,Master,United Kingdom,Married,3,775.7,1,775.7,4,3
12916.0,35,Other,96982,College,United Kingdom,Married,3,824.48,8,103.06,4,3
12918.0,71,Female,71909,PhD,United Kingdom,Married,2,32860.5,3,10953.5,4,1
12921.0,60,Other,53023,PhD,United Kingdom,Married,1,3820.52,103,37.09,4,3
12926.0,34,Male,93287,Master,United Kingdom,Single,3,688.93,4,172.23,4,0
12931.0,58,Male,61311,College,United Kingdom,Single,1,524.58,71,7.39,4,3
12933.0,45,Male,91279,High School,United Kingdom,Single,4,944.22,11,85.84,4,0
12935.0,49,Other,38536,Master,United Kingdom,Single,2,689.92,19,36.31,4,0
12937.0,24,Female,48326,College,United Kingdom,Single,1,512.18,9,56.91,4,0
12947.0,28,Female,11546,Master,United Kingdom,Single,0,489.3,11,44.48,4,0
12949.0,51,Other,17545,Bachelor,United Kingdom,Married,0,2265.17,28,80.9,4,3
12951.0,21,Female,64553,College,United Kingdom,Married,2,584.93,20,29.25,4,3
12957.0,18,Male,21508,PhD,United Kingdom,Single,1,1694.63,21,80.7,4,0
12963.0,23,Male,15798,High School,United Kingdom,Married,2,647.4,14,46.24,4,3
12967.0,75,Other,38085,Bachelor,United Kingdom,Single,2,485.55,5,97.11,4,0
12970.0,51,Male,45975,Bachelor,United Kingdom,Married,4,803.91,10,80.39,4,3
12971.0,46,Other,99178,High School,United Kingdom,Single,3,1056.53,120,8.8,4,3
12975.0,74,Other,40468,PhD,United Kingdom,Married,2,590.61,8,73.83,4,3
12980.0,23,Other,75897,Master,United Kingdom,Married,3,906.99,26,34.88,4,3
12982.0,25,Other,23675,College,United Kingdom,Married,0,635.25,17,37.37,4,3
12986.0,72,Male,19436,High School,United Kingdom,Single,3,533.29,12,44.44,4,0
13001.0,45,Female,74130,Master,United Kingdom,Married,0,2553.91,37,69.02,4,3
13004.0,27,Male,90485,PhD,United Kingdom,Married,1,2010.57,46,43.71,4,3
13012.0,64,Other,34694,Bachelor,United Kingdom,Married,2,558.49,15,37.23,4,3
13013.0,18,Female,26682,High School,United Kingdom,Married,1,1705.7,31,55.02,4,3
13014.0,58,Female,10485,PhD,United Kingdom,Married,1,1030.48,18,57.25,4,3
13015.0,69,Male,50405,High School,United Kingdom,Single,3,1782.58,14,127.33,4,0
13018.0,28,Male,97596,Bachelor,United Kingdom,Single,0,1650.73,37,44.61,4,0
13021.0,77,Male,84954,PhD,United Kingdom,Single,2,990.35,24,41.26,4,0
13030.0,51,Other,70861,High School,United Kingdom,Married,3,502.53,2,251.26,4,3
13031.0,62,Male,49798,Bachelor,United Kingdom,Married,2,1069.05,5,213.81,4,3
13032.0,77,Female,27702,PhD,United Kingdom,Single,4,751.51,11,68.32,4,0
13037.0,22,Other,69689,PhD,United Kingdom,Single,0,861.17,16,53.82,4,0
13042.0,53,Other,12885,PhD,United Kingdom,Married,4,638.93,4,159.73,4,3
13044.0,38,Female,51617,Master,United Kingdom,Married,4,1406.72,13,108.21,4,3
13047.0,33,Female,68451,College,United Kingdom,Married,2,2079.81,42,49.52,4,3
13048.0,73,Other,11849,College,United Kingdom,Married,3,532.73,13,40.98,4,3
13050.0,59,Female,90392,PhD,United Kingdom,Single,3,3442.43,57,60.39,4,0
13052.0,67,Female,21573,Bachelor,United Kingdom,Single,2,915.12,7,130.73,4,0
13059.0,53,Female,79899,PhD,United Kingdom,Single,1,908.27,12,75.69,4,0
13069.0,44,Male,32095,Master,United Kingdom,Single,1,2179.89,42,51.9,4,0
13077.0,76,Male,95575,High School,United Kingdom,Married,3,708.27,14,50.59,4,3
13078.0,58,Female,78026,College,United Kingdom,Single,0,3386.82,95,35.65,4,3
13081.0,29,Male,97299,High School,United Kingdom,Married,4,5311.15,44,120.71,4,3
13085.0,24,Other,81585,Master,United Kingdom,Single,0,1142.05,10,114.2,4,0
13089.0,33,Other,65748,Bachelor,United Kingdom,Married,3,9422.58,247,38.15,4,1
13090.0,59,Other,65254,Master,United Kingdom,Married,3,1333.5,30,44.45,4,3
13091.0,56,Other,53649,Master,United Kingdom,Married,4,1402.9,6,233.82,4,3
13092.0,71,Other,90304,Bachelor,United Kingdom,Single,4,579.3,15,38.62,4,0
13093.0,61,Male,77410,High School,United Kingdom,Single,2,3300.27,88,37.5,4,3
13097.0,19,Other,24866,High School,United Kingdom,Single,3,4807.98,40,120.2,4,0
13098.0,59,Female,54706,Master,United Kingdom,Single,2,1713.6,41,41.8,4,0
13100.0,68,Other,74043,PhD,United Kingdom,Single,3,1598.67,1,1598.67,4,0
13102.0,32,Other,18970,PhD,United Kingdom,Single,4,1536.19,42,36.58,4,0
13110.0,78,Female,64819,Master,United Kingdom,Married,2,1234.57,14,88.18,4,3
13113.0,68,Other,71755,Master,United Kingdom,Single,1,1945.4,60,32.42,4,0
13115.0,30,Male,48182,Bachelor,United Kingdom,Single,3,859.0,23,37.35,4,0
13117.0,59,Other,97984,PhD,United Kingdom,Married,1,496.15,19,26.11,4,3
13118.0,34,Female,24022,Bachelor,United Kingdom,Married,2,651.82,12,54.32,4,3
13124.0,66,Female,96903,High School,United Kingdom,Single,2,950.44,4,237.61,4,0
13126.0,45,Female,70953,College,United Kingdom,Single,0,622.55,19,32.77,4,0
13131.0,23,Male,18290,High School,United Kingdom,Single,1,486.68,8,60.84,4,0
13136.0,78,Female,56233,Bachelor,United Kingdom,Married,2,1046.42,24,43.6,4,3
13137.0,64,Female,47667,College,United Kingdom,Married,1,3253.16,17,191.36,4,3
13139.0,61,Other,75263,PhD,United Kingdom,Single,1,843.24,9,93.69,4,0
13141.0,42,Male,91845,Master,United Kingdom,Married,2,977.41,21,46.54,4,3
13145.0,46,Other,85354,PhD,United Kingdom,Single,1,619.26,8,77.41,4,0
13148.0,20,Other,18912,College,United Kingdom,Single,4,3044.25,36,84.56,4,0
13151.0,56,Female,78885,Bachelor,United Kingdom,Married,3,974.03,5,194.81,4,3
13152.0,55,Female,66481,High School,United Kingdom,Married,1,559.4,9,62.16,4,3
13154.0,23,Female,85785,Bachelor,United Kingdom,Single,2,929.3,5,185.86,4,0
13157.0,54,Other,43305,Bachelor,United Kingdom,Single,1,469.41,10,46.94,4,0
13162.0,49,Female,75592,PhD,United Kingdom,Single,0,552.76,19,29.09,4,0
13168.0,26,Male,15258,High School,United Kingdom,Married,1,596.39,6,99.4,4,3
13173.0,40,Other,78915,Bachelor,United Kingdom,Married,3,763.99,13,58.77,4,3
13174.0,34,Male,20638,Master,United Kingdom,Married,4,3759.52,12,313.29,4,3
13178.0,55,Female,72764,College,United Kingdom,Married,3,1373.23,25,54.93,4,3
13192.0,65,Female,49001,High School,United Kingdom,Married,0,483.52,8,60.44,4,3
13196.0,28,Female,65275,Bachelor,United Kingdom,Single,2,535.66,8,66.96,4,0
13198.0,75,Male,19189,Bachelor,United Kingdom,Married,4,903.36,12,75.28,4,3
13199.0,45,Male,34415,Bachelor,United Kingdom,Single,1,514.0,69,7.45,4,0
13206.0,76,Male,86900,Master,United Kingdom,Married,1,1146.68,15,76.45,4,3
13208.0,35,Male,68503,PhD,United Kingdom,Single,4,645.87,10,64.59,4,0
13209.0,23,Female,66349,Bachelor,United Kingdom,Married,4,916.5,16,57.28,4,3
13212.0,21,Female,65491,Master,United Kingdom,Married,0,539.32,4,134.83,4,3
13213.0,23,Female,69495,College,United Kingdom,Married,1,544.07,14,38.86,4,3
13230.0,70,Female,43427,College,United Kingdom,Married,1,3360.03,31,108.39,4,3
13232.0,35,Other,77831,Bachelor,United Kingdom,Single,3,678.35,7,96.91,4,0
13235.0,72,Female,64864,PhD,United Kingdom,Married,4,1087.33,2,543.66,4,3
13240.0,69,Other,66139,College,United Kingdom,Married,0,601.71,9,66.86,4,3
13243.0,43,Male,81252,Bachelor,United Kingdom,Single,2,637.15,5,127.43,4,0
13246.0,61,Male,58087,Master,United Kingdom,Single,1,645.74,14,46.12,4,0
13259.0,66,Male,18736,Bachelor,United Kingdom,Single,2,1004.53,9,111.61,4,0
13263.0,63,Female,51578,PhD,United Kingdom,Married,1,4461.71,39,114.4,4,3
13266.0,36,Male,64863,PhD,United Kingdom,Married,2,582.6,30,19.42,4,3
13267.0,69,Female,28842,Bachelor,United Kingdom,Married,4,1594.55,50,31.89,4,3
13268.0,67,Female,66910,Bachelor,United Kingdom,Single,1,703.37,15,46.89,4,0
13269.0,25,Female,85160,Master,United Kingdom,Married,2,1281.01,30,42.7,4,3
13276.0,38,Other,17146,High School,United Kingdom,Single,1,886.52,7,126.65,4,0
13280.0,38,Other,62080,College,United Kingdom,Single,4,645.18,8,80.65,4,0
13285.0,44,Other,97280,High School,United Kingdom,Single,0,539.3,6,89.88,4,0
13290.0,56,Female,79025,Bachelor,United Kingdom,Single,1,625.89,3,208.63,4,0
13291.0,27,Male,42517,High School,United Kingdom,Married,4,1072.69,11,97.52,4,3
13305.0,58,Female,54638,College,United Kingdom,Married,3,723.46,16,45.22,4,3
13316.0,42,Male,37321,PhD,United Kingdom,Married,2,607.25,12,50.6,4,3
13317.0,36,Male,91407,College,United Kingdom,Married,1,1489.73,31,48.06,4,3
13319.0,48,Male,56454,Master,United Kingdom,Married,1,3599.9,78,46.15,4,3
13327.0,77,Other,89135,College,United Kingdom,Single,3,1038.25,22,47.19,4,0
13334.0,63,Female,20875,Bachelor,United Kingdom,Single,2,1428.34,6,238.06,4,0
13335.0,72,Other,35307,Master,United Kingdom,Married,0,955.06,1,955.06,4,3
13338.0,21,Female,27104,High School,United Kingdom,Married,2,882.47,10,88.25,4,3
13340.0,45,Other,23129,Master,United Kingdom,Married,4,1137.61,12,94.8,4,3
13344.0,37,Other,74880,College,United Kingdom,Married,0,596.01,3,198.67,4,3
13357.0,51,Male,43224,High School,United Kingdom,Married,0,1259.3,5,251.86,4,3
13362.0,41,Female,17324,High School,United Kingdom,Married,3,1028.33,10,102.83,4,3
13373.0,29,Male,76332,High School,United Kingdom,Married,2,1181.73,6,196.96,4,3
13377.0,68,Male,75982,College,United Kingdom,Married,1,482.48,4,120.62,4,3
13378.0,69,Female,37726,College,United Kingdom,Married,1,756.4,1,756.4,4,3
13381.0,47,Female,76566,Bachelor,United Kingdom,Married,2,1075.51,15,71.7,4,3
13384.0,26,Male,75650,PhD,United Kingdom,Married,3,857.04,15,57.14,4,3
13394.0,30,Male,75987,Master,United Kingdom,Married,1,929.12,24,38.71,4,3
13401.0,46,Other,75900,Bachelor,United Kingdom,Married,3,1834.14,1,1834.14,4,3
13408.0,58,Male,10870,Master,United Kingdom,Single,1,2632.48,135,19.5,4,3
13409.0,44,Male,91322,College,United Kingdom,Single,4,525.65,1,525.65,4,0
13418.0,50,Female,91004,High School,United Kingdom,Single,3,1682.32,37,45.47,4,0
13421.0,50,Male,81254,PhD,United Kingdom,Single,1,637.55,11,57.96,4,0
13425.0,18,Male,35909,Master,United Kingdom,Married,1,469.05,8,58.63,4,3
13426.0,47,Other,16829,High School,United Kingdom,Married,3,708.05,24,29.5,4,3
13431.0,23,Female,43824,Master,United Kingdom,Single,0,469.34,9,52.15,4,0
13437.0,30,Male,26524,College,United Kingdom,Single,4,816.46,7,116.64,4,0
13443.0,25,Other,82795,PhD,United Kingdom,Married,3,582.58,7,83.23,4,3
13446.0,47,Other,29059,Bachelor,United Kingdom,Single,4,627.55,18,34.86,4,0
13448.0,41,Male,43977,High School,United Kingdom,Single,2,2809.12,19,147.85,4,0
13451.0,78,Female,32690,Master,United Kingdom,Single,3,2164.07,13,166.47,4,0
13452.0,21,Other,10749,Master,United Kingdom,Married,2,624.95,3,208.32,4,3
13455.0,34,Other,89594,Master,United Kingdom,Single,0,763.94,11,69.45,4,0
13458.0,38,Male,81234,Bachelor,United Kingdom,Married,4,1268.19,24,52.84,4,3
13464.0,35,Male,61123,Master,United Kingdom,Single,4,565.72,7,80.82,4,0
13468.0,62,Female,94470,College,United Kingdom,Married,2,3172.54,87,36.47,4,3
13471.0,32,Female,62579,PhD,United Kingdom,Single,3,651.96,4,162.99,4,0
13476.0,25,Male,48130,College,United Kingdom,Married,2,886.94,7,126.71,4,3
13478.0,45,Male,51108,Master,United Kingdom,Single,4,532.78,7,76.11,4,0
13481.0,79,Female,49135,PhD,United Kingdom,Married,0,679.77,14,48.56,4,3
13485.0,72,Male,62431,Bachelor,United Kingdom,Single,0,585.39,15,39.03,4,0
13488.0,65,Male,66774,Bachelor,United Kingdom,Single,2,2570.96,29,88.65,4,0
13491.0,29,Male,89435,College,United Kingdom,Single,4,955.03,27,35.37,4,0
13503.0,77,Other,54771,High School,United Kingdom,Single,2,694.02,12,57.84,4,0
13505.0,55,Female,15846,College,Switzerland,Single,2,770.46,8,96.31,4,0
13507.0,71,Other,49327,High School,United Kingdom,Married,1,543.38,4,135.84,4,3
13510.0,37,Male,36126,Master,United Kingdom,Single,3,949.43,17,55.85,4,0
13520.0,47,Other,87800,Bachelor,Switzerland,Married,1,966.76,15,64.45,4,3
13521.0,23,Female,18943,PhD,United Kingdom,Single,1,790.98,3,263.66,4,0
13523.0,56,Female,30722,PhD,United Kingdom,Single,4,1494.38,7,213.48,4,0
13527.0,48,Female,55892,College,United Kingdom,Single,4,1383.66,14,98.83,4,0
13534.0,21,Other,68926,Master,United Kingdom,Single,1,1296.16,60,21.6,4,0
13536.0,78,Female,94324,Master,United Kingdom,Married,4,576.07,7,82.3,4,3
13538.0,76,Male,43241,College,United Kingdom,Single,4,621.88,12,51.82,4,0
13542.0,78,Other,73313,Master,United Kingdom,Single,0,1899.18,18,105.51,4,0
13544.0,69,Other,81930,Bachelor,United Kingdom,Married,4,678.46,7,96.92,4,3
13548.0,48,Female,36346,College,United Kingdom,Married,1,517.02,3,172.34,4,3
13552.0,64,Other,31780,Bachelor,United Kingdom,Single,0,893.37,32,27.92,4,0
13554.0,42,Female,88768,College,United Kingdom,Married,3,871.49,10,87.15,4,3
13555.0,34,Male,66049,Bachelor,United Kingdom,Married,3,1141.15,16,71.32,4,3
13561.0,41,Other,20866,College,United Kingdom,Married,4,544.05,11,49.46,4,3
13562.0,26,Male,63481,Bachelor,United Kingdom,Married,0,832.33,8,104.04,4,3
13564.0,41,Female,82715,College,United Kingdom,Single,3,5773.69,54,106.92,4,0
13566.0,65,Other,81984,College,United Kingdom,Single,0,666.81,5,133.36,4,0
13567.0,44,Female,90721,Master,United Kingdom,Married,3,526.18,5,105.24,4,3
13569.0,43,Female,28603,High School,United Kingdom,Single,2,589.15,4,147.29,4,0
13571.0,42,Other,23581,High School,United Kingdom,Married,2,1294.48,26,49.79,4,3
13576.0,35,Female,84610,High School,United Kingdom,Single,0,1013.64,32,31.68,4,0
13577.0,34,Other,41014,High School,United Kingdom,Single,4,574.8,14,41.06,4,0
13590.0,25,Other,38932,Bachelor,United Kingdom,Married,4,975.99,21,46.48,4,3
13593.0,66,Female,81943,Master,United Kingdom,Married,2,1604.21,16,100.26,4,3
13595.0,65,Other,20966,College,United Kingdom,Single,4,465.05,3,155.02,4,0
13599.0,36,Other,36989,Master,United Kingdom,Married,1,1142.95,52,21.98,4,3
13610.0,71,Male,66940,College,United Kingdom,Single,2,1324.09,17,77.89,4,0
13611.0,77,Other,14596,High School,United Kingdom,Married,3,628.29,14,44.88,4,3
13614.0,23,Male,26025,PhD,United Kingdom,Single,3,1072.39,6,178.73,4,0
13615.0,56,Other,86749,Master,United Kingdom,Married,4,1721.39,12,143.45,4,3
13623.0,73,Female,11564,High School,United Kingdom,Married,3,1082.5,15,72.17,4,3
13632.0,29,Male,30662,Master,United Kingdom,Single,0,753.73,10,75.37,4,0
13634.0,54,Other,25417,College,United Kingdom,Single,2,1755.4,17,103.26,4,0
