Customer ID,Age,Gender,Income,Education,Country,Mariage,Children,Total spending,Frequency,Average spending,Quartile
12400.0,49,Other,70345,PhD,Australia,Married,2,32.05,1,32.05,1
12401.0,28,Male,92689,Bachelor,Belgium,Married,2,48.4,1,48.4,1
12402.0,70,Male,94398,Master,Belgium,Single,4,244.1,7,34.87,3
12403.0,41,Male,29765,College,Denmark,Single,2,81.93,3,27.31,2
12404.0,53,Female,47406,Master,Finland,Married,4,63.24,1,63.24,1
12405.0,29,Other,70705,College,Finland,Single,3,191.39,1,191.39,3
12406.0,68,Female,53847,High School,Denmark,Married,0,472.46,7,67.49,4
12407.0,73,Other,56259,Master,Belgium,Married,1,251.59,5,50.32,3
12408.0,46,Female,28734,College,Belgium,Married,1,529.03,14,37.79,4
12409.0,52,Male,56933,College,Switzerland,Married,3,879.67,13,67.67,4
12410.0,18,Female,50168,College,Switzerland,Married,0,252.84,4,63.21,3
12411.0,18,Male,96681,Bachelor,Australia,Single,2,74.7,1,74.7,2
12412.0,54,Other,82698,High School,Denmark,Single,1,337.41,8,42.18,3
12413.0,71,Male,47617,PhD,Spain,Single,4,328.99,6,54.83,3
12414.0,23,Female,28408,Master,Austria,Married,1,631.34,8,78.92,4
12415.0,56,Other,86585,High School,Australia,Single,3,3151.84,33,95.51,4
12416.0,58,Female,17873,Master,Australia,Single,2,16.88,1,16.88,1
12417.0,70,Female,40307,Bachelor,Belgium,Married,0,2094.56,27,77.58,4
12418.0,35,Female,37200,PhD,Switzerland,Single,4,345.48,5,69.1,3
12419.0,33,Male,73052,PhD,Spain,Single,0,126.09,2,63.04,2
12420.0,22,Other,48166,College,Cyprus,Married,4,136.51,1,136.51,2
12421.0,59,Female,96845,Master,Spain,Single,1,312.14,8,39.02,3
12422.0,60,Male,12493,Master,Australia,Married,0,2845.02,21,135.48,4
12423.0,76,Female,61303,Bachelor,Denmark,Single,0,490.94,11,44.63,4
12424.0,49,Other,39230,College,Australia,Single,0,222.5,7,31.79,3
12425.0,74,Male,34112,College,Portugal,Single,3,228.19,3,76.06,3
12426.0,19,Female,83820,Master,Germany,Single,0,296.81,3,98.94,3
12427.0,19,Female,12949,High School,Germany,Married,0,210.42,5,42.08,3
12428.0,57,Male,21282,Master,Finland,Married,3,1418.79,12,118.23,4
12429.0,59,Other,24605,Master,Denmark,Single,4,577.32,9,64.15,4
12430.0,75,Other,59478,High School,Norway,Married,1,68.48,1,68.48,2
12431.0,53,Other,60501,Master,Belgium,Single,2,1580.53,33,47.89,4
12432.0,56,Male,88828,High School,Norway,Single,4,1139.49,5,227.9,4
12433.0,73,Male,85094,Bachelor,Norway,Single,0,1649.61,11,149.96,4
12434.0,29,Female,57009,High School,Australia,Married,1,266.25,5,53.25,3
12435.0,64,Male,91732,High School,Denmark,Single,0,417.66,6,69.61,3
12436.0,36,Female,72222,PhD,Norway,Married,0,84.28,1,84.28,2
12437.0,45,Male,15310,College,France,Single,4,2003.68,47,42.63,4
12438.0,18,Other,50622,College,Norway,Single,2,381.7,2,190.85,3
12439.0,32,Other,66997,Bachelor,Cyprus,Married,0,271.46,3,90.49,3
12440.0,53,Male,39132,PhD,Austria,Single,2,189.79,3,63.26,3
12441.0,71,Male,67387,Bachelor,France,Single,1,81.42,1,81.42,2
12442.0,30,Other,90424,College,Spain,Single,2,40.08,1,40.08,1
12443.0,75,Other,19627,Bachelor,Norway,Married,3,123.28,1,123.28,2
12444.0,60,Male,44091,Master,Norway,Married,4,1119.13,5,223.83,4
12445.0,38,Other,77459,PhD,Spain,Married,1,91.54,3,30.51,2
12446.0,29,Male,21039,Master,RSA,Single,1,248.1,1,248.1,3
12447.0,22,Male,59423,High School,Belgium,Married,1,92.93,1,92.93,2
12448.0,24,Male,45083,Bachelor,Spain,Single,4,130.94,1,130.94,2
12449.0,22,Male,65081,Master,Denmark,Single,4,732.62,6,122.1,4
12450.0,65,Male,53521,Bachelor,Spain,Married,1,90.48,7,12.93,2
12451.0,70,Male,20513,PhD,Switzerland,Married,3,1229.25,10,122.92,4
12452.0,21,Female,50304,Bachelor,Switzerland,Married,1,99.67,3,33.22,2
12453.0,30,Male,91688,Master,Austria,Single,2,102.91,1,102.91,2
12454.0,54,Male,64528,High School,Spain,Married,3,581.72,9,64.64,4
12455.0,70,Female,77537,High School,Cyprus,Married,0,888.71,10,88.87,4
12456.0,58,Other,16628,High School,Switzerland,Married,2,461.37,4,115.34,3
12457.0,32,Male,73788,Master,Switzerland,Married,3,520.65,14,37.19,4
12458.0,33,Male,12318,Bachelor,Switzerland,Single,4,333.05,4,83.26,3
12459.0,38,Female,90928,High School,Spain,Married,4,95.42,1,95.42,2
12460.0,53,Other,77632,High School,Belgium,Single,1,78.86,1,78.86,2
12461.0,76,Male,99474,Master,Switzerland,Single,3,149.06,2,74.53,2
12462.0,41,Male,92836,High School,Spain,Single,2,332.42,4,83.1,3
12463.0,33,Female,11672,Bachelor,Belgium,Single,3,269.91,7,38.56,3
12464.0,31,Other,53091,High School,Belgium,Married,2,343.15,8,42.89,3
12465.0,71,Other,79234,Master,Belgium,Single,3,138.02,3,46.01,2
12466.0,39,Other,55730,College,France,Married,3,56.73,1,56.73,1
12467.0,66,Other,31079,PhD,USA,Single,1,29.12,2,14.56,1
12468.0,67,Female,28793,PhD,Germany,Single,0,456.8,10,45.68,3
12469.0,23,Female,67151,Bachelor,Thailand,Married,3,227.97,2,113.98,3
12470.0,59,Male,97757,High School,Unspecified,Married,4,90.35,1,90.35,2
12471.0,53,Male,14015,College,Germany,Married,3,5030.59,129,39.0,4
12472.0,18,Female,60446,College,Germany,Single,1,2527.05,37,68.3,4
12473.0,49,Other,41769,PhD,Germany,Married,0,2437.84,9,270.87,4
12474.0,23,Male,88265,PhD,Germany,Single,3,2297.93,54,42.55,4
12475.0,48,Male,78824,Bachelor,Germany,Married,1,188.72,2,94.36,3
12476.0,18,Other,51297,Master,Germany,Single,1,2558.41,38,67.33,4
12477.0,67,Male,41909,College,Germany,Married,3,2378.09,12,198.17,4
12478.0,68,Female,65233,Bachelor,Greece,Married,0,163.36,1,163.36,2
12479.0,54,Female,96637,Master,Germany,Married,1,91.43,3,30.48,2
12480.0,52,Male,50763,PhD,Germany,Married,2,804.69,8,100.59,4
12481.0,66,Female,10750,College,Germany,Single,4,1550.86,18,86.16,4
12482.0,47,Male,40117,PhD,Sweden,Married,0,3823.63,32,119.49,4
12483.0,21,Male,85640,High School,Sweden,Single,4,1047.57,27,38.8,4
12484.0,52,Female,97576,PhD,Spain,Married,0,1509.84,16,94.36,4
12485.0,60,Female,68428,Master,Sweden,Single,1,81.96,1,81.96,2
12486.0,31,Female,15351,High School,Sweden,Married,3,201.08,1,201.08,3
12487.0,66,Male,58869,PhD,Sweden,Single,4,4.85,2,2.42,1
12488.0,57,Female,45051,Master,France,Married,3,205.41,3,68.47,3
12489.0,39,Other,55544,High School,France,Single,3,88.62,1,88.62,2
12490.0,27,Male,91879,High School,France,Single,0,1322.49,22,60.11,4
12491.0,18,Male,55780,College,France,Married,2,87.8,1,87.8,2
12492.0,28,Other,10440,Master,Germany,Single,1,136.95,3,45.65,2
12493.0,68,Other,73951,Master,France,Married,0,111.75,3,37.25,2
12494.0,61,Male,69165,PhD,France,Single,4,513.93,17,30.23,4
12495.0,76,Other,24031,College,Sweden,Married,1,114.0,2,57.0,2
12496.0,41,Female,45848,PhD,Spain,Single,3,28.02,2,14.01,1
12497.0,77,Female,85753,High School,Germany,Single,3,143.68,4,35.92,2
12498.0,20,Male,61039,Bachelor,Germany,Single,2,96.55,3,32.18,2
12499.0,75,Male,14795,College,Germany,Married,0,62.9,1,62.9,1
12500.0,52,Female,76223,College,Germany,Married,4,748.61,25,29.94,4
12501.0,53,Male,61942,College,Germany,Married,3,387.32,2,193.66,3
12502.0,48,Female,10592,College,Spain,Single,1,944.51,5,188.9,4
12503.0,77,Other,37013,High School,Spain,Married,3,1357.6,2,678.8,4
12504.0,21,Other,32700,Bachelor,Germany,Married,0,186.3,6,31.05,3
12505.0,36,Other,34150,Master,Italy,Married,1,209.25,3,69.75,3
12506.0,64,Male,56581,Bachelor,France,Single,0,73.5,1,73.5,2
12507.0,53,Other,12596,College,Spain,Married,3,205.47,5,41.09,3
12508.0,38,Female,75326,Bachelor,France,Married,0,118.71,2,59.36,2
12509.0,35,Female,65053,College,France,Married,3,38.95,1,38.95,1
12510.0,68,Female,76673,High School,Spain,Single,0,3378.83,16,211.18,4
12511.0,45,Female,22431,High School,Greece,Married,2,668.83,2,334.42,4
12512.0,32,Female,32896,PhD,Israel,Single,0,87.7,2,43.85,2
12513.0,59,Other,69848,PhD,France,Married,0,80.57,2,40.28,2
12514.0,76,Female,95023,PhD,Italy,Single,0,227.44,2,113.72,3
12515.0,19,Other,44777,PhD,Italy,Single,2,108.5,1,108.5,2
12516.0,54,Female,46432,Bachelor,Germany,Single,2,165.2,4,41.3,2
12517.0,28,Male,35225,Master,Germany,Single,4,671.48,6,111.91,4
12518.0,40,Other,62573,Master,Germany,Married,3,351.81,5,70.36,3
12519.0,61,Male,99354,Master,Germany,Single,1,132.47,3,44.16,2
12520.0,58,Other,49843,PhD,Germany,Single,0,526.09,6,87.68,4
12521.0,29,Other,47240,PhD,Germany,Married,2,113.84,1,113.84,2
12522.0,20,Male,93896,Bachelor,Germany,Married,2,60.01,2,30.01,1
12523.0,69,Female,77118,High School,France,Single,3,1220.54,30,40.68,4
12524.0,34,Female,74667,Master,Germany,Married,2,769.68,18,42.76,4
12525.0,50,Female,28869,College,France,Married,3,284.46,8,35.56,3
12526.0,72,Female,48468,Bachelor,Germany,Single,0,238.12,3,79.37,3
12527.0,18,Other,32201,Bachelor,Germany,Single,3,82.93,5,16.59,2
12528.0,56,Female,71741,High School,Germany,Single,0,512.34,8,64.04,4
12529.0,37,Other,70276,College,France,Married,0,68.56,2,34.28,2
12530.0,64,Other,56346,High School,Germany,Single,0,556.82,12,46.4,4
12531.0,60,Other,87905,High School,Germany,Single,3,342.31,3,114.1,3
12532.0,69,Male,52744,Bachelor,France,Single,4,59.17,1,59.17,1
12533.0,74,Male,73926,College,Germany,Married,3,298.62,6,49.77,3
12534.0,78,Female,17527,Bachelor,Germany,Single,1,191.23,1,191.23,3
12535.0,58,Other,75434,High School,France,Single,0,151.35,2,75.68,2
12536.0,31,Female,93641,College,France,Married,1,13255.22,5,2651.04,4
12537.0,48,Male,50882,High School,Sweden,Single,1,125.68,1,125.68,2
12538.0,42,Male,87926,Bachelor,Spain,Married,0,130.18,2,65.09,2
12539.0,79,Male,83947,Bachelor,Spain,Single,2,3619.52,8,452.44,4
12540.0,20,Other,21038,PhD,Spain,Married,4,3062.24,36,85.06,4
12541.0,21,Male,51380,College,Spain,Single,0,188.02,3,62.67,3
12542.0,48,Male,15497,College,Spain,Single,0,141.74,4,35.44,2
12543.0,52,Female,49248,College,Spain,Single,2,112.37,1,112.37,2
12544.0,61,Female,36835,High School,Spain,Single,2,82.27,2,41.14,2
12545.0,31,Female,50430,Master,Spain,Married,1,201.19,2,100.6,3
12546.0,66,Female,80008,PhD,Spain,Single,4,222.0,3,74.0,3
12547.0,58,Male,79173,High School,Spain,Married,1,103.67,3,34.56,2
12548.0,26,Male,91919,High School,Spain,Married,2,33.6,1,33.6,1
12549.0,37,Other,17197,Master,USA,Single,1,80.79,6,13.46,2
12550.0,49,Male,92745,Bachelor,Spain,Single,4,176.15,1,176.15,3
12551.0,26,Female,56415,High School,Spain,Married,1,16.8,1,16.8,1
12552.0,44,Other,20863,High School,Italy,Single,1,182.31,2,91.16,3
12553.0,20,Other,77648,College,France,Married,3,846.19,17,49.78,4
12554.0,74,Male,42435,Master,Spain,Single,3,99.43,1,99.43,2
12555.0,70,Male,31749,PhD,Spain,Single,0,129.23,1,129.23,2
12556.0,21,Other,56578,PhD,Spain,Married,4,322.14,2,161.07,3
12557.0,62,Other,12390,College,Spain,Married,3,126.06,8,15.76,2
12558.0,79,Other,66546,Master,USA,Married,2,27.5,2,13.75,1
12559.0,32,Male,45289,Bachelor,Germany,Married,0,87.28,3,29.09,2
12560.0,50,Female,11960,Master,Germany,Married,4,315.8,4,78.95,3
12561.0,22,Other,27779,High School,Germany,Married,1,47.43,1,47.43,1
12562.0,21,Male,17392,High School,France,Single,2,675.99,9,75.11,4
12563.0,63,Other,49862,PhD,Italy,Single,2,50.98,1,50.98,1
12564.0,29,Male,79341,PhD,France,Married,4,117.1,1,117.1,2
12565.0,78,Male,47060,PhD,Saudi Arabia,Married,1,24.11,2,12.06,1
12566.0,40,Male,85189,PhD,Germany,Married,2,79.12,2,39.56,2
12567.0,31,Male,87880,College,France,Married,0,2375.28,17,139.72,4
12568.0,75,Other,51289,College,Germany,Married,4,31.17,1,31.17,1
12569.0,63,Female,30351,College,Germany,Single,0,1061.65,35,30.33,4
12570.0,29,Other,96166,Master,Spain,Single,0,77.52,1,77.52,2
12571.0,74,Other,38956,High School,France,Single,2,44.9,2,22.45,1
12572.0,34,Female,40040,Master,Germany,Married,0,269.37,3,89.79,3
12573.0,42,Male,23309,Master,France,Married,2,263.39,5,52.68,3
12574.0,47,Female,49766,Bachelor,France,Single,1,57.2,1,57.2,1
12575.0,39,Other,61716,High School,France,Married,1,135.67,2,67.84,2
12576.0,64,Male,47716,Master,Poland,Single,1,390.93,11,35.54,3
12577.0,43,Other,20836,Master,France,Single,2,558.06,9,62.01,4
12578.0,34,Male,86478,PhD,Italy,Married,1,555.58,7,79.37,4
12579.0,78,Other,42748,Bachelor,France,Married,4,116.77,3,38.92,2
12580.0,75,Male,13059,Bachelor,Germany,Married,1,151.19,2,75.6,2
12581.0,72,Other,29892,College,Germany,Single,2,43.39,1,43.39,1
12582.0,71,Male,66462,College,Finland,Married,3,397.12,4,99.28,3
12583.0,79,Female,47316,High School,France,Single,0,1477.36,31,47.66,4
12584.0,37,Other,96766,College,Italy,Married,2,938.1,18,52.12,4
12585.0,51,Female,69907,Bachelor,Germany,Single,3,339.25,4,84.81,3
12586.0,58,Male,48329,PhD,Italy,Single,4,498.42,5,99.68,4
12587.0,50,Male,44738,PhD,Finland,Married,2,46.24,1,46.24,1
12588.0,54,Female,10586,High School,Finland,Married,4,340.22,5,68.04,3
12589.0,77,Male,89310,College,France,Single,3,2846.37,11,258.76,4
12590.0,77,Male,25506,High School,Germany,Single,2,726.56,5,145.31,4
12591.0,75,Male,87247,College,Italy,Single,1,299.4,3,99.8,3
12592.0,24,Female,35688,Bachelor,Germany,Single,0,2307.48,8,288.44,4
12593.0,39,Other,22104,PhD,France,Married,3,55.7,3,18.57,1
12594.0,49,Other,66604,Bachelor,Italy,Married,2,630.37,17,37.08,4
12595.0,31,Other,83338,High School,Germany,Married,1,60.62,1,60.62,1
12596.0,25,Male,80840,Bachelor,Spain,Married,3,118.95,2,59.48,2
12597.0,74,Male,37384,Master,Spain,Married,1,852.51,5,170.5,4
12598.0,42,Female,49565,College,France,Married,4,589.53,15,39.3,4
12599.0,33,Female,43279,Master,France,Married,1,369.11,13,28.39,3
12600.0,59,Female,94210,College,Germany,Married,2,852.06,26,32.77,4
12601.0,36,Female,28098,PhD,Germany,Married,3,238.76,7,34.11,3
12602.0,58,Male,77343,High School,France,Married,4,23.65,1,23.65,1
12603.0,72,Female,76441,Master,Germany,Single,0,28.95,1,28.95,1
12604.0,33,Female,37885,Bachelor,France,Married,2,41.46,2,20.73,1
12605.0,29,Female,47983,Master,Germany,Single,0,179.83,5,35.97,3
12606.0,56,Other,94363,Master,Spain,Married,4,21.0,1,21.0,1
12607.0,65,Male,46061,PhD,USA,Single,2,435.86,2,217.93,3
12608.0,47,Female,58969,Master,United Kingdom,Single,1,26.04,1,26.04,1
12609.0,75,Male,74136,High School,Germany,Single,3,708.52,10,70.85,4
12610.0,19,Female,63679,College,Italy,Single,3,545.77,7,77.97,4
12611.0,49,Other,18473,PhD,Italy,Married,3,173.88,1,173.88,2
12612.0,72,Other,82397,High School,Germany,Married,4,94.24,2,47.12,2
12613.0,62,Male,58950,PhD,Germany,Married,1,1032.3,13,79.41,4
12614.0,42,Female,82057,Master,Germany,Married,0,112.2,1,112.2,2
12615.0,79,Other,94553,Master,France,Single,1,890.14,11,80.92,4
12616.0,42,Female,69360,High School,France,Married,1,231.85,7,33.12,3
12617.0,21,Female,13250,High School,France,Single,0,79.93,1,79.93,2
12618.0,36,Other,28747,College,Italy,Married,2,73.02,1,73.02,2
12619.0,65,Other,45033,High School,Germany,Married,2,1056.05,14,75.43,4
12620.0,21,Other,92899,Bachelor,France,Single,3,197.6,3,65.87,3
12621.0,60,Male,42062,College,Germany,Married,2,2412.46,44,54.83,4
12622.0,30,Male,49161,Bachelor,Germany,Single,1,63.13,1,63.13,1
12623.0,56,Male,30964,PhD,Germany,Single,4,549.31,9,61.03,4
12624.0,53,Male,33843,College,France,Married,4,147.14,2,73.57,2
12625.0,40,Other,57528,College,Germany,Single,0,446.35,5,89.27,3
12626.0,79,Other,71118,College,Germany,Single,3,872.0,13,67.08,4
12627.0,23,Other,76589,Bachelor,Germany,Married,4,675.72,7,96.53,4
12628.0,41,Female,19446,College,Germany,Married,1,158.14,4,39.53,2
12629.0,61,Other,15175,Bachelor,Sweden,Single,3,179.9,2,89.95,3
12630.0,50,Other,28141,College,Finland,Single,0,287.13,2,143.56,3
12631.0,29,Other,28580,High School,Finland,Single,1,578.52,7,82.65,4
12632.0,58,Other,48610,Bachelor,Germany,Married,2,98.67,4,24.67,2
12633.0,38,Other,19083,Bachelor,Germany,Married,0,980.69,10,98.07,4
12634.0,28,Male,38992,Bachelor,USA,Single,2,155.55,2,77.78,2
12635.0,72,Male,98726,Bachelor,Germany,Married,3,472.78,4,118.2,4
12636.0,61,Other,91129,Bachelor,USA,Single,1,141.0,1,141.0,2
12637.0,55,Female,45579,PhD,France,Married,3,1621.98,14,115.86,4
12638.0,79,Female,59327,PhD,Sweden,Married,0,161.84,2,80.92,2
12639.0,46,Female,85285,Master,Sweden,Single,4,286.19,3,95.4,3
12640.0,65,Female,71906,High School,France,Single,0,303.0,3,101.0,3
12641.0,58,Other,79629,High School,Sweden,Married,4,69.65,1,69.65,2
12642.0,20,Female,79341,Bachelor,Germany,Married,3,168.76,3,56.25,2
12643.0,45,Male,75231,PhD,France,Single,1,373.97,14,26.71,3
12644.0,37,Female,63682,College,Germany,Married,2,416.96,6,69.49,3
12645.0,43,Female,42903,Master,Germany,Single,1,422.76,10,42.28,3
12646.0,41,Female,58479,Master,USA,Single,1,107.42,2,53.71,2
12647.0,71,Female,61694,College,Germany,Married,0,2787.08,45,61.94,4
12648.0,69,Male,41847,PhD,Germany,Single,0,243.89,5,48.78,3
12649.0,64,Female,71757,Bachelor,Germany,Single,0,333.57,10,33.36,3
12650.0,38,Male,12969,College,France,Married,0,38.69,1,38.69,1
12651.0,71,Female,95842,Bachelor,France,Married,3,68.7,5,13.74,2
12652.0,47,Male,11860,High School,Germany,Single,0,159.52,3,53.17,2
12653.0,21,Other,82415,College,Israel,Single,3,236.59,3,78.86,3
12654.0,53,Male,70001,Master,Germany,Married,3,167.98,5,33.6,2
12655.0,57,Male,76886,College,France,Single,4,87.85,1,87.85,2
12656.0,27,Female,59441,High School,France,Married,4,990.7,12,82.56,4
12657.0,27,Male,60582,PhD,France,Married,1,284.53,5,56.91,3
12658.0,59,Male,20092,Bachelor,Germany,Single,3,148.12,1,148.12,2
12659.0,41,Male,86631,College,France,Married,4,26.54,1,26.54,1
12660.0,21,Female,32623,Master,France,Married,0,50.25,1,50.25,1
12661.0,64,Other,84727,College,Sweden,Single,0,9.65,1,9.65,1
12662.0,44,Other,78079,PhD,Germany,Single,2,1374.04,22,62.46,4
12663.0,68,Female,12062,Bachelor,Germany,Single,1,61.35,3,20.45,1
12664.0,62,Other,60601,High School,Finland,Married,1,529.92,12,44.16,4
12665.0,21,Female,48281,College,Germany,Single,4,90.8,5,18.16,2
12666.0,49,Female,74740,High School,Israel,Single,1,127.31,2,63.66,2
12667.0,27,Male,35624,Master,Finland,Married,2,119.6,1,119.6,2
12668.0,28,Female,27267,Bachelor,Germany,Single,3,1892.47,12,157.71,4
12669.0,45,Other,22293,PhD,France,Married,0,2524.18,4,631.04,4
12670.0,63,Female,10412,Bachelor,France,Single,0,428.21,8,53.53,3
12671.0,25,Male,99695,Master,Germany,Single,4,122.69,1,122.69,2
12672.0,57,Male,50982,High School,France,Married,4,111.75,3,37.25,2
12673.0,79,Other,18809,College,Germany,Married,2,219.34,3,73.11,3
12674.0,39,Other,91354,High School,France,Single,1,290.68,7,41.53,3
12675.0,51,Other,58469,High School,Italy,Married,4,450.77,4,112.69,3
12676.0,62,Male,15790,Master,Sweden,Single,2,595.51,12,49.63,4
12677.0,52,Female,32482,Master,France,Married,2,90.95,3,30.32,2
12678.0,52,Female,46921,PhD,France,Single,2,1819.91,23,79.13,4
12679.0,42,Male,17134,PhD,France,Single,0,215.13,9,23.9,3
12680.0,51,Female,96494,Master,France,Married,0,207.17,4,51.79,3
12681.0,23,Female,39344,Bachelor,France,Married,1,4476.04,56,79.93,4
12682.0,58,Female,49032,High School,France,Single,1,3762.13,53,70.98,4
12683.0,54,Male,14892,College,France,Single,3,1617.44,27,59.91,4
12684.0,18,Female,70996,College,France,Married,4,266.28,7,38.04,3
12685.0,29,Other,31994,College,France,Single,3,482.15,6,80.36,4
12686.0,52,Male,21519,Master,France,Single,2,45.62,1,45.62,1
12687.0,23,Male,77478,PhD,Sweden,Single,0,564.93,2,282.46,4
12688.0,71,Female,33792,High School,Israel,Single,4,705.33,1,705.33,4
12689.0,34,Other,71677,Bachelor,France,Married,2,205.34,2,102.67,3
12690.0,26,Male,15574,Master,France,Single,4,88.43,1,88.43,2
12691.0,79,Female,56444,Master,France,Married,1,198.7,7,28.39,3
12692.0,19,Male,66787,Master,France,Single,3,40.6,1,40.6,1
12693.0,35,Male,43790,College,Germany,Married,1,425.17,11,38.65,3
12694.0,66,Male,72345,PhD,France,Married,4,243.23,4,60.81,3
12695.0,53,Other,47858,Bachelor,France,Married,0,317.72,7,45.39,3
12696.0,74,Other,74598,Bachelor,Finland,Single,0,212.15,3,70.72,3
12697.0,45,Other,13753,Master,Sweden,Single,3,210.67,5,42.13,3
12698.0,58,Other,77899,Master,Germany,Married,0,81.6,1,81.6,2
12699.0,70,Other,83144,College,Germany,Married,2,127.56,1,127.56,2
12700.0,54,Other,65477,Bachelor,France,Single,0,738.13,6,123.02,4
12701.0,66,Female,38828,High School,Germany,Married,3,438.0,6,73.0,3
12702.0,43,Other,96935,PhD,Germany,Married,2,65.3,1,65.3,1
12703.0,21,Other,32788,College,Germany,Married,3,261.87,7,37.41,3
12704.0,57,Male,27789,PhD,Finland,Single,3,645.7,10,64.57,4
12705.0,78,Male,65383,PhD,Germany,Single,0,1636.73,22,74.4,4
12706.0,53,Other,71969,PhD,Finland,Married,4,91.89,1,91.89,2
12707.0,68,Other,15182,Master,France,Married,3,106.81,1,106.81,2
12708.0,48,Male,66456,PhD,Germany,Married,2,1381.11,30,46.04,4
12709.0,47,Male,42457,Master,Germany,Single,2,2359.7,55,42.9,4
12710.0,67,Male,84484,Master,Germany,Married,2,227.77,4,56.94,3
12711.0,51,Male,59656,PhD,Germany,Single,2,154.76,2,77.38,2
12712.0,36,Male,11729,Master,Germany,Single,3,1580.33,28,56.44,4
12713.0,35,Male,97932,College,Germany,Single,4,95.13,1,95.13,2
12714.0,47,Male,81055,Bachelor,France,Single,4,1786.9,12,148.91,4
