,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
27,frozenset({'21212'}),frozenset({'20724'}),0.06472098833981121,0.036576901721265966,0.013117712382009995,0.2026809651474531,5.541228360236251,0.01075041915220152,1.2083282301881904,0.8762461131204407
28,frozenset({'20724'}),frozenset({'21232'}),0.036576901721265966,0.06132009994447529,0.010862021099389229,0.29696394686907024,4.842848383123445,0.00861912183018195,1.3351803166781688,0.8236360041641032
29,frozenset({'21232'}),frozenset({'20724'}),0.06132009994447529,0.036576901721265966,0.010862021099389229,0.17713638936049803,4.842848383123445,0.00861912183018195,1.1708174791324093,0.8453466947984708
30,frozenset({'20724'}),frozenset({'22355'}),0.036576901721265966,0.03161438089950028,0.016310383120488617,0.44592030360531304,14.104982951361912,0.015154027017348927,1.747737059130011,0.9643769916631794
31,frozenset({'22355'}),frozenset({'20724'}),0.03161438089950028,0.036576901721265966,0.016310383120488617,0.5159165751920965,14.10498295136191,0.015154027017348927,1.9902005499590174,0.9594350131715891
32,frozenset({'20724'}),frozenset({'22356'}),0.036576901721265966,0.03033037201554692,0.019919489172681843,0.5445920303605313,17.95533632364882,0.018810098136299747,2.129232891449195,0.9801573705014271
33,frozenset({'22356'}),frozenset({'20724'}),0.03033037201554692,0.036576901721265966,0.019919489172681843,0.6567505720823799,17.95533632364882,0.018810098136299747,2.806772626318712,0.9738432796457169
34,frozenset({'20724'}),frozenset({'85099B'}),0.036576901721265966,0.06978761799000555,0.0139505830094392,0.381404174573055,5.465212677522205,0.011397968164857514,1.5037482371756659,0.8480433005350023
35,frozenset({'85099B'}),frozenset({'20724'}),0.06978761799000555,0.036576901721265966,0.0139505830094392,0.1999005469915465,5.465212677522205,0.011397968164857514,1.204129180011519,0.8783203920706113
36,frozenset({'20724'}),frozenset({'85123A'}),0.036576901721265966,0.11715713492504164,0.010827318156579679,0.29601518026565465,2.526650898855185,0.006542073146481335,1.2540652018719758,0.6271586876730598
37,frozenset({'85123A'}),frozenset({'20724'}),0.11715713492504164,0.036576901721265966,0.010827318156579679,0.09241706161137442,2.526650898855185,0.006542073146481335,1.0615262336126,0.6844017094017094
38,frozenset({'20726'}),frozenset({'20725'}),0.03338423098278734,0.054657134925041644,0.018253747917823433,0.5467775467775469,10.003772563772566,0.01642906150062847,2.0858253123901607,0.9311225207157037
39,frozenset({'20725'}),frozenset({'20726'}),0.054657134925041644,0.03338423098278734,0.018253747917823433,0.33396825396825397,10.003772563772564,0.01642906150062847,1.4513058495730315,0.9520754264533318
40,frozenset({'20727'}),frozenset({'20725'}),0.039491948917268184,0.054657134925041644,0.020335924486396446,0.5149384885764499,9.421249197980304,0.018177407705972468,1.9489133703900408,0.9306085068487508
41,frozenset({'20725'}),frozenset({'20727'}),0.054657134925041644,0.039491948917268184,0.020335924486396446,0.37206349206349204,9.421249197980305,0.018177407705972468,1.5296260671944413,0.945537324347848
42,frozenset({'20728'}),frozenset({'20725'}),0.03348833981121599,0.054657134925041644,0.01766379789006108,0.5274611398963731,9.650362036351675,0.015833421182583803,2.0005611070116993,0.927435210059368
43,frozenset({'20725'}),frozenset({'20728'}),0.054657134925041644,0.03348833981121599,0.01766379789006108,0.3231746031746032,9.650362036351675,0.015833421182583803,1.428007377858663,0.948203004124792
44,frozenset({'21212'}),frozenset({'20725'}),0.06472098833981121,0.054657134925041644,0.01523459189339256,0.2353887399463807,4.306642495425337,0.011697128101221452,1.2363705773946687,0.8209320906269701
45,frozenset({'20725'}),frozenset({'21212'}),0.054657134925041644,0.06472098833981121,0.01523459189339256,0.2787301587301587,4.306642495425337,0.011697128101221452,1.296711657891547,0.8121926792146937
46,frozenset({'21232'}),frozenset({'20725'}),0.06132009994447529,0.054657134925041644,0.011347862298722932,0.18505942275042445,3.3858236990325277,0.007996281322440707,1.1600144740190634,0.7506828416387384
47,frozenset({'20725'}),frozenset({'21232'}),0.054657134925041644,0.06132009994447529,0.011347862298722932,0.20761904761904762,3.3858236990325277,0.007996281322440707,1.1846320854066117,0.7453918792807253
48,frozenset({'21931'}),frozenset({'20725'}),0.04153942254303165,0.054657134925041644,0.012458356468628539,0.29991645781119464,5.487233427484054,0.010187930645985742,1.3503286509483592,0.8532002463686892
49,frozenset({'20725'}),frozenset({'21931'}),0.054657134925041644,0.04153942254303165,0.012458356468628539,0.22793650793650794,5.487233427484054,0.010187930645985742,1.2414271459660569,0.8650393746359101
50,frozenset({'22355'}),frozenset({'20725'}),0.03161438089950028,0.054657134925041644,0.010480288728484175,0.3315038419319429,6.065152196260867,0.008752337246088529,1.4141335797755124,0.8623875234208781
51,frozenset({'20725'}),frozenset({'22355'}),0.054657134925041644,0.03161438089950028,0.010480288728484175,0.19174603174603175,6.065152196260868,0.008752337246088529,1.1981204635375389,0.8834082390903272
52,frozenset({'22356'}),frozenset({'20725'}),0.03033037201554692,0.054657134925041644,0.011486674069961133,0.37871853546910755,6.928986233700193,0.009828902834380678,1.5216015912992886,0.8824435856665545
53,frozenset({'20725'}),frozenset({'22356'}),0.054657134925041644,0.03033037201554692,0.011486674069961133,0.21015873015873016,6.928986233700193,0.009828902834380678,1.2276765788388375,0.9051517444548608
54,frozenset({'22382'}),frozenset({'20725'}),0.03584813992226541,0.054657134925041644,0.016136868406440866,0.4501452081316553,8.235799566680495,0.014177511785897833,1.719259119053577,0.911245331039055
55,frozenset({'20725'}),frozenset({'22382'}),0.054657134925041644,0.03584813992226541,0.016136868406440866,0.29523809523809524,8.235799566680496,0.014177511785897833,1.3680533149751641,0.9293759051524564
56,frozenset({'22383'}),frozenset({'20725'}),0.04025541365907829,0.054657134925041644,0.018878400888395337,0.46896551724137936,8.580133552271484,0.01667815531256773,1.78019110955674,0.9205070913236569
57,frozenset({'20725'}),frozenset({'22383'}),0.054657134925041644,0.04025541365907829,0.018878400888395337,0.3453968253968254,8.580133552271484,0.01667815531256773,1.4661471614810395,0.9345304547427428
58,frozenset({'22384'}),frozenset({'20725'}),0.036576901721265966,0.054657134925041644,0.019919489172681843,0.5445920303605313,9.963786632932742,0.01792030052016262,2.0758153745604293,0.9337917595730959
59,frozenset({'20725'}),frozenset({'22384'}),0.054657134925041644,0.036576901721265966,0.019919489172681843,0.36444444444444446,9.963786632932743,0.01792030052016262,1.5158755042847214,0.9516510711526115
60,frozenset({'22386'}),frozenset({'20725'}),0.03723625763464742,0.054657134925041644,0.010619100499722376,0.2851817334575955,5.217648781786712,0.008583873342081839,1.3224939950787877,0.8396065992269379
61,frozenset({'20725'}),frozenset({'22386'}),0.054657134925041644,0.03723625763464742,0.010619100499722376,0.19428571428571428,5.217648781786712,0.008583873342081839,1.1949195383967142,0.8550789575402129
62,frozenset({'85099B'}),frozenset({'20725'}),0.06978761799000555,0.054657134925041644,0.019017212659633537,0.2725012431626057,4.985648141570569,0.015202821407056541,1.2994425848706366,0.8593997334084909
63,frozenset({'20725'}),frozenset({'85099B'}),0.054657134925041644,0.06978761799000555,0.019017212659633537,0.34793650793650793,4.985648141570569,0.015202821407056541,1.4265671876005273,0.8456447947584377
64,frozenset({'85123A'}),frozenset({'20725'}),0.11715713492504164,0.054657134925041644,0.014887562465297058,0.12707345971563982,2.3249198826450015,0.008484089134267748,1.0829580972151542,0.6455029247482078
65,frozenset({'20725'}),frozenset({'85123A'}),0.054657134925041644,0.11715713492504164,0.014887562465297058,0.2723809523809524,2.3249198826450015,0.008484089134267748,1.2133311627339087,0.6028264162693883
66,frozenset({'20727'}),frozenset({'20726'}),0.039491948917268184,0.03338423098278734,0.0139505830094392,0.3532513181019332,10.581382518113626,0.012632174664824681,1.4945770993771577,0.9427244153536817
67,frozenset({'20726'}),frozenset({'20727'}),0.03338423098278734,0.039491948917268184,0.0139505830094392,0.4178794178794179,10.581382518113626,0.012632174664824681,1.6500156163242643,0.9367676587979896
68,frozenset({'20726'}),frozenset({'20728'}),0.03338423098278734,0.03348833981121599,0.013568850638534148,0.4064449064449065,12.136908211519613,0.01245086816704644,1.62834363765606,0.9492982866268157
69,frozenset({'20728'}),frozenset({'20726'}),0.03348833981121599,0.03338423098278734,0.013568850638534148,0.4051813471502591,12.136908211519613,0.01245086816704644,1.6250596116752793,0.949400541298457
70,frozenset({'20726'}),frozenset({'22382'}),0.03338423098278734,0.03584813992226541,0.012805385896724043,0.3835758835758836,10.700021937195219,0.011608623313255854,1.564104703869782,0.9378517056513999
71,frozenset({'22382'}),frozenset({'20726'}),0.03584813992226541,0.03338423098278734,0.012805385896724043,0.35721200387221685,10.70002193719522,0.011608623313255854,1.503786279209007,0.9402484040317494
72,frozenset({'20726'}),frozenset({'22383'}),0.03338423098278734,0.04025541365907829,0.013395335924486397,0.40124740124740127,9.967538891676824,0.012051439896584075,1.6029067570485533,0.930746590939953
73,frozenset({'22383'}),frozenset({'20726'}),0.04025541365907829,0.03338423098278734,0.013395335924486397,0.33275862068965517,9.967538891676822,0.012051439896584075,1.4486747959431094,0.9374101657521496
74,frozenset({'22384'}),frozenset({'20726'}),0.036576901721265966,0.03338423098278734,0.012978900610771794,0.3548387096774194,10.628931661189727,0.01175780887507434,1.4982544419766797,0.9403108238206573
75,frozenset({'20726'}),frozenset({'22384'}),0.03338423098278734,0.036576901721265966,0.012978900610771794,0.3887733887733888,10.628931661189725,0.01175780887507434,1.576212619973031,0.9372050366521537
76,frozenset({'20727'}),frozenset({'20728'}),0.039491948917268184,0.03348833981121599,0.013187118267629095,0.3339191564147628,9.971206643780109,0.011864598462480435,1.4510425716290716,0.9367034810090477
77,frozenset({'20728'}),frozenset({'20727'}),0.03348833981121599,0.039491948917268184,0.013187118267629095,0.39378238341968913,9.971206643780107,0.011864598462480435,1.584427810760404,0.9308850291683752
78,frozenset({'20727'}),frozenset({'22382'}),0.039491948917268184,0.03584813992226541,0.014124097723486951,0.35764499121265375,9.976668022055982,0.012708384812897763,1.500964181625803,0.9367606378228531
79,frozenset({'22382'}),frozenset({'20727'}),0.03584813992226541,0.039491948917268184,0.014124097723486951,0.3939980638915779,9.976668022055982,0.012708384812897763,1.5849917200774153,0.9332203481863345
80,frozenset({'20727'}),frozenset({'22383'}),0.039491948917268184,0.04025541365907829,0.015408106607440311,0.39015817223198596,9.69206714744561,0.013818341867572491,1.5737598548356904,0.9336963236811491
81,frozenset({'22383'}),frozenset({'20727'}),0.04025541365907829,0.039491948917268184,0.015408106607440311,0.38275862068965516,9.69206714744561,0.013818341867572491,1.556130362089342,0.934439067357783
82,frozenset({'20727'}),frozenset({'22384'}),0.039491948917268184,0.036576901721265966,0.014748750694058857,0.37346221441124783,10.210329383751914,0.013304257559730682,1.5376935285290314,0.9391487824264757
83,frozenset({'22384'}),frozenset({'20727'}),0.036576901721265966,0.039491948917268184,0.014748750694058857,0.4032258064516129,10.210329383751914,0.013304257559730682,1.609499977489983,0.9363071824796484
84,frozenset({'20727'}),frozenset({'85099B'}),0.039491948917268184,0.06978761799000555,0.010757912270960578,0.2724077328646749,3.9033820140370326,0.008001863226241454,1.2784803028108378,0.7743942434774097
85,frozenset({'85099B'}),frozenset({'20727'}),0.06978761799000555,0.039491948917268184,0.010757912270960578,0.1541521631029339,3.9033820140370326,0.008001863226241454,1.1355565495163866,0.7996151416141669
86,frozenset({'20727'}),frozenset({'85123A'}),0.039491948917268184,0.11715713492504164,0.010688506385341476,0.27065026362038663,2.3101475108071865,0.006061742797588235,1.210452024644943,0.5904450344077484
87,frozenset({'85123A'}),frozenset({'20727'}),0.11715713492504164,0.039491948917268184,0.010688506385341476,0.09123222748815166,2.3101475108071865,0.006061742797588235,1.0569345438250661,0.6423874867271093
88,frozenset({'20728'}),frozenset({'22382'}),0.03348833981121599,0.03584813992226541,0.012111327040533037,0.3616580310880829,10.088613575831749,0.010910832349216195,1.5104002353490484,0.9320925856062331
89,frozenset({'22382'}),frozenset({'20728'}),0.03584813992226541,0.03348833981121599,0.012111327040533037,0.33785091965150044,10.088613575831749,0.010910832349216195,1.4596586914839385,0.9343739193650505
90,frozenset({'20728'}),frozenset({'22383'}),0.03348833981121599,0.04025541365907829,0.014401721265963353,0.4300518134715026,10.68308022154726,0.013053634294107073,1.6839155014890717,0.937799382514439
91,frozenset({'22383'}),frozenset({'20728'}),0.04025541365907829,0.03348833981121599,0.014401721265963353,0.3577586206896552,10.68308022154726,0.013053634294107073,1.5049040615019993,0.9444117226789716
92,frozenset({'22384'}),frozenset({'20728'}),0.036576901721265966,0.03348833981121599,0.01405469183786785,0.3842504743833017,11.474157170807484,0.012829792123784645,1.5696506777179944,0.9475044047241056
93,frozenset({'20728'}),frozenset({'22384'}),0.03348833981121599,0.036576901721265966,0.01405469183786785,0.41968911917098445,11.474157170807484,0.012829792123784645,1.6601844461410327,0.9444765819521962
94,frozenset({'20914'}),frozenset({'21212'}),0.042927540255413656,0.06472098833981121,0.01256246529705719,0.2926434923201294,4.521616554797237,0.009784152464729787,1.3222172999127468,0.8137734512146824
95,frozenset({'21212'}),frozenset({'20914'}),0.06472098833981121,0.042927540255413656,0.01256246529705719,0.19410187667560322,4.521616554797237,0.009784152464729787,1.1875849217722245,0.832735631740927
96,frozenset({'20914'}),frozenset({'85099B'}),0.042927540255413656,0.06978761799000555,0.010306774014436424,0.2400970088924818,3.440395528714946,0.00731096323384103,1.2241199112195353,0.7411515593465628
97,frozenset({'85099B'}),frozenset({'20914'}),0.06978761799000555,0.042927540255413656,0.010306774014436424,0.147687717553456,3.440395528714946,0.00731096323384103,1.12291290346929,0.7625524661525408
98,frozenset({'20914'}),frozenset({'85123A'}),0.042927540255413656,0.11715713492504164,0.010862021099389229,0.2530315278900566,2.159761998720341,0.005832753473685575,1.1819011083308695,0.5610714361427243
99,frozenset({'85123A'}),frozenset({'20914'}),0.11715713492504164,0.042927540255413656,0.010862021099389229,0.0927132701421801,2.159761998720341,0.005832753473685575,1.0548732040802231,0.6082464283561397
100,frozenset({'20972'}),frozenset({'20971'}),0.028560521932259855,0.023042754025541366,0.0139505830094392,0.488456865127582,21.197850942042777,0.013292469927713057,1.909823784885937,0.9808386709328363
101,frozenset({'20971'}),frozenset({'20972'}),0.023042754025541366,0.028560521932259855,0.0139505830094392,0.6054216867469879,21.197850942042777,0.013292469927713057,2.461968753576257,0.975298981082086
102,frozenset({'20975'}),frozenset({'20974'}),0.020301221543586895,0.017282065519156023,0.010584397556912825,0.5213675213675214,30.168125493426704,0.010233550516077656,2.053178541683192,0.9868874525213825
103,frozenset({'20974'}),frozenset({'20975'}),0.017282065519156023,0.020301221543586895,0.010584397556912825,0.6124497991967871,30.168125493426697,0.010233550516077656,2.5279274179859774,0.9838554866915442
104,frozenset({'21080'}),frozenset({'21094'}),0.041192393114936145,0.01658800666296502,0.011417268184342032,0.27716933445661335,16.709019961719186,0.010733968492887998,1.3605012075653387,0.9805429980238597
105,frozenset({'21094'}),frozenset({'21080'}),0.01658800666296502,0.041192393114936145,0.011417268184342032,0.688284518828452,16.709019961719186,0.010733968492887998,3.07590628249034,0.9560103921378085
106,frozenset({'21080'}),frozenset({'21212'}),0.041192393114936145,0.06472098833981121,0.016449194891726818,0.3993260320134794,6.169961897319261,0.013783182497246116,1.5570493504076355,0.8739234428205062
107,frozenset({'21212'}),frozenset({'21080'}),0.06472098833981121,0.041192393114936145,0.016449194891726818,0.25415549597855225,6.1699618973192605,0.013783182497246116,1.2855328446014693,0.8959085303583453
108,frozenset({'84520B'}),frozenset({'21080'}),0.022695724597445864,0.041192393114936145,0.010549694614103275,0.4648318042813455,11.284408822385217,0.00961480340445696,1.7916004997223762,0.9325469838042304
109,frozenset({'21080'}),frozenset({'84520B'}),0.041192393114936145,0.022695724597445864,0.010549694614103275,0.2561078348778433,11.284408822385217,0.00961480340445696,1.3137714325060381,0.9505370501246783
110,frozenset({'21080'}),frozenset({'84991'}),0.041192393114936145,0.046571349250416436,0.010063853414769572,0.2443133951137321,5.246002081667141,0.008145468088553431,1.2616720272461044,0.8441512603573706
111,frozenset({'84991'}),frozenset({'21080'}),0.046571349250416436,0.041192393114936145,0.010063853414769572,0.21609538002980624,5.246002081667141,0.008145468088553431,1.2231176886309463,0.8489137065011935
112,frozenset({'21080'}),frozenset({'85099B'}),0.041192393114936145,0.06978761799000555,0.010029150471960022,0.2434709351305813,3.488741156997927,0.007154431477160723,1.2295791731022978,0.7440112634272625
113,frozenset({'85099B'}),frozenset({'21080'}),0.06978761799000555,0.041192393114936145,0.010029150471960022,0.14370959721531576,3.4887411569979268,0.007154431477160723,1.1197224723843573,0.7668825665820493
114,frozenset({'85123A'}),frozenset({'21080'}),0.11715713492504164,0.041192393114936145,0.010202665186007773,0.08708530805687204,2.114111404352843,0.005376682427955843,1.0502707595210823,0.5969216617464597
115,frozenset({'21080'}),frozenset({'85123A'}),0.041192393114936145,0.11715713492504164,0.010202665186007773,0.2476832350463353,2.114111404352843,0.005376682427955843,1.173498858727856,0.5496285451818718
116,frozenset({'21086'}),frozenset({'21094'}),0.01513048306496391,0.01658800666296502,0.01096612992781788,0.7247706422018348,43.69244942612568,0.01071514537392238,3.573063575791227,0.9921240666898601
117,frozenset({'21094'}),frozenset({'21086'}),0.01658800666296502,0.01513048306496391,0.01096612992781788,0.6610878661087867,43.69244942612568,0.01071514537392238,2.9059730191046134,0.9935945025286975
118,frozenset({'21124'}),frozenset({'21122'}),0.013742365352581899,0.016483897834536368,0.010688506385341476,0.7777777777777777,47.18409356725146,0.010461978638864644,4.425822459744584,0.992444958278878
119,frozenset({'21122'}),frozenset({'21124'}),0.016483897834536368,0.013742365352581899,0.010688506385341476,0.6484210526315789,47.18409356725146,0.010461978638864644,2.8052238111228953,0.9952113797779089
120,frozenset({'21166'}),frozenset({'21175'}),0.025749583564686287,0.030746807329261522,0.012007218212104386,0.4663072776280323,15.166038952741962,0.011215500727432258,1.8161259317214344,0.9587506346768923
121,frozenset({'21175'}),frozenset({'21166'}),0.030746807329261522,0.025749583564686287,0.012007218212104386,0.39051918735891644,15.166038952741962,0.011215500727432258,1.5984923499290518,0.9636937099147538
122,frozenset({'21166'}),frozenset({'21181'}),0.025749583564686287,0.03539700166574126,0.010514991671293725,0.40835579514824794,11.536451561756776,0.00960353361896238,1.6303768217859225,0.9374573704431781
123,frozenset({'21181'}),frozenset({'21166'}),0.03539700166574126,0.025749583564686287,0.010514991671293725,0.2970588235294117,11.536451561756776,0.00960353361896238,1.385962935514672,0.9468332932012441
124,frozenset({'21175'}),frozenset({'21181'}),0.030746807329261522,0.03539700166574126,0.012874791782343143,0.4187358916478556,11.829699464435887,0.011786446992093047,1.6594917602410746,0.9445075916591632
125,frozenset({'21181'}),frozenset({'21175'}),0.03539700166574126,0.030746807329261522,0.012874791782343143,0.3637254901960784,11.829699464435887,0.011786446992093047,1.5233255108230406,0.9490609093049515
126,frozenset({'21175'}),frozenset({'85123A'}),0.030746807329261522,0.11715713492504164,0.011521377012770683,0.3747178329571106,3.19842093438747,0.007919169157982131,1.411911152448399,0.7091498108438048
127,frozenset({'85123A'}),frozenset({'21175'}),0.11715713492504164,0.030746807329261522,0.011521377012770683,0.09834123222748815,3.19842093438747,0.007919169157982131,1.0749667471933027,0.778559521103281
128,frozenset({'21175'}),frozenset({'85152'}),0.030746807329261522,0.028456413103831204,0.010514991671293725,0.3419864559819413,12.01790453118978,0.009640047820308355,1.4764796191938343,0.9458734058153399
129,frozenset({'85152'}),frozenset({'21175'}),0.028456413103831204,0.030746807329261522,0.010514991671293725,0.3695121951219512,12.017904531189782,0.009640047820308355,1.5373068046228349,0.9436435285191613
130,frozenset({'21181'}),frozenset({'85123A'}),0.03539700166574126,0.11715713492504164,0.012423653525818989,0.3509803921568627,2.9958089396896197,0.008276642225723817,1.3602714839523526,0.6906471812591498
131,frozenset({'85123A'}),frozenset({'21181'}),0.11715713492504164,0.03539700166574126,0.012423653525818989,0.10604265402843602,2.9958089396896197,0.008276642225723817,1.0790257529411722,0.7546080601524894
132,frozenset({'21181'}),frozenset({'85152'}),0.03539700166574126,0.028456413103831204,0.010306774014436424,0.29117647058823526,10.232367288378764,0.009299502312399089,1.3706424047497816,0.9353805721628429
133,frozenset({'85152'}),frozenset({'21181'}),0.028456413103831204,0.03539700166574126,0.010306774014436424,0.3621951219512195,10.232367288378764,0.009299502312399089,1.5123794620154727,0.9286983277553359
134,frozenset({'21210'}),frozenset({'21212'}),0.025471960022209885,0.06472098833981121,0.014887562465297058,0.5844686648501363,9.03058930097669,0.013238992037707474,2.250802605110094,0.9125086389526244
135,frozenset({'21212'}),frozenset({'21210'}),0.06472098833981121,0.025471960022209885,0.014887562465297058,0.23002680965147454,9.03058930097669,0.013238992037707474,1.2656648987176733,0.9508021074938815
136,frozenset({'21213'}),frozenset({'21212'}),0.02918517490283176,0.06472098833981121,0.017455580233203774,0.5980975029726516,9.241167638423555,0.015566686868622248,2.3271291384799375,0.9185980097964491
137,frozenset({'21212'}),frozenset({'21213'}),0.06472098833981121,0.02918517490283176,0.017455580233203774,0.26970509383378016,9.241167638423555,0.015566686868622248,1.329346291340836,0.95350003057607
138,frozenset({'21212'}),frozenset({'21232'}),0.06472098833981121,0.06132009994447529,0.014887562465297058,0.23002680965147454,3.751246489483243,0.010918864991794614,1.2191072518130597,0.7841744912354537
139,frozenset({'21232'}),frozenset({'21212'}),0.06132009994447529,0.06472098833981121,0.014887562465297058,0.24278438030560273,3.7512464894832434,0.010918864991794614,1.2351554660714152,0.7813333843501318
140,frozenset({'21843'}),frozenset({'21212'}),0.039734869516935035,0.06472098833981121,0.011521377012770683,0.2899563318777293,4.4800974044979345,0.00894969698608121,1.317213368205309,0.8089334316776338
141,frozenset({'21212'}),frozenset({'21843'}),0.06472098833981121,0.039734869516935035,0.011521377012770683,0.17801608579088474,4.4800974044979345,0.00894969698608121,1.1682286160149487,0.830544209415302
142,frozenset({'21931'}),frozenset({'21212'}),0.04153942254303165,0.06472098833981121,0.010376179900055524,0.24979114452798665,3.8595075714308114,0.007687707418005482,1.2466915110882473,0.7730099765308671
143,frozenset({'21212'}),frozenset({'21931'}),0.06472098833981121,0.04153942254303165,0.010376179900055524,0.16032171581769436,3.859507571430811,0.007687707418005482,1.1414616711093524,0.7921695870953218
144,frozenset({'21975'}),frozenset({'21212'}),0.024847307051637978,0.06472098833981121,0.01526929483620211,0.6145251396648045,9.494990039989816,0.01366115256623734,2.426303523002519,0.917478162406988
145,frozenset({'21212'}),frozenset({'21975'}),0.06472098833981121,0.024847307051637978,0.01526929483620211,0.23592493297587133,9.494990039989817,0.01366115256623734,1.2762524718236459,0.9565929413987
