Customer ID,Price,Country,Frequency,Cluster
12445.0,91.54,Spain,3,3
12446.0,248.1,RSA,1,3
12447.0,92.93,Belgium,1,3
12448.0,130.94,Spain,1,3
12449.0,732.62,Denmark,6,0
12450.0,90.48,Spain,7,3
12451.0,1229.25,Switzerland,10,0
12452.0,99.67,Switzerland,3,3
12453.0,102.91,Austria,1,3
12454.0,581.72,Spain,9,0
12455.0,888.71,Cyprus,10,0
12456.0,461.37,Switzerland,4,3
12457.0,520.65,Switzerland,14,3
12458.0,333.05,Switzerland,4,3
12459.0,95.42,Spain,1,3
12460.0,78.86,Belgium,1,3
12461.0,149.06,Switzerland,2,3
12462.0,332.42,Spain,4,3
12463.0,269.91,Belgium,7,3
12464.0,343.15,Belgium,8,3
12465.0,138.02,Belgium,3,3
12466.0,56.73,France,1,3
12467.0,29.12,USA,2,3
12468.0,456.8,Germany,10,3
12469.0,227.97,Thailand,2,3
12470.0,90.35,Unspecified,1,3
12471.0,5030.59,Germany,129,4
12472.0,2527.05,Germany,37,6
12473.0,2437.84,Germany,9,6
12474.0,2297.93,Germany,54,6
12475.0,188.72,Germany,2,3
12476.0,2558.41,Germany,38,6
12477.0,2378.09,Germany,12,6
12478.0,163.36,Greece,1,3
12479.0,91.42999999999999,Germany,3,3
12480.0,804.69,Germany,8,0
12481.0,1550.8600000000001,Germany,18,0
12482.0,3823.63,Sweden,32,6
12483.0,1047.57,Sweden,27,0
12484.0,1509.84,Spain,16,0
12485.0,81.96,Sweden,1,3
12486.0,201.07999999999998,Sweden,1,3
12487.0,4.85,Sweden,2,3
12488.0,205.41,France,3,3
12489.0,88.62,France,1,3
12490.0,1322.49,France,22,0
12491.0,87.8,France,1,3
12492.0,136.95,Germany,3,3
12493.0,111.75,France,3,3
12494.0,513.93,France,17,3
12495.0,114.0,Sweden,2,3
12496.0,28.02,Spain,2,3
12497.0,143.68,Germany,4,3
12498.0,96.55,Germany,3,3
12499.0,62.9,Germany,1,3
12500.0,748.61,Germany,25,0
12501.0,387.32,Germany,2,3
12502.0,944.51,Spain,5,0
12503.0,1357.6,Spain,2,0
12504.0,186.3,Germany,6,3
12505.0,209.25,Italy,3,3
12506.0,73.5,France,1,3
12507.0,205.47,Spain,5,3
12508.0,118.71000000000001,France,2,3
12509.0,38.95,France,1,3
12510.0,3378.83,Spain,16,6
12511.0,668.83,Greece,2,0
12512.0,87.7,Israel,2,3
12513.0,80.57,France,2,3
12514.0,227.44,Italy,2,3
12515.0,108.5,Italy,1,3
12516.0,165.2,Germany,4,3
12517.0,671.48,Germany,6,0
12518.0,351.81,Germany,5,3
12519.0,132.47,Germany,3,3
12520.0,526.09,Germany,6,3
12521.0,113.84,Germany,1,3
12522.0,60.010000000000005,Germany,2,3
12523.0,1220.54,France,30,0
12524.0,769.68,Germany,18,0
12525.0,284.46,France,8,3
12526.0,238.12,Germany,3,3
12527.0,82.93,Germany,5,3
12528.0,512.34,Germany,8,3
12529.0,68.56,France,2,3
12530.0,556.82,Germany,12,0
12531.0,342.31,Germany,3,3
12532.0,59.17,France,1,3
12533.0,298.62,Germany,6,3
12534.0,191.23,Germany,1,3
12535.0,151.35,France,2,3
12536.0,13255.220000000001,France,5,5
12537.0,125.68,Sweden,1,3
12538.0,130.18,Spain,2,3
12539.0,3619.52,Spain,8,6
12540.0,3062.24,Spain,36,6
12541.0,188.02,Spain,3,3
12542.0,141.74,Spain,4,3
12543.0,112.37,Spain,1,3
12544.0,82.27000000000001,Spain,2,3
12545.0,201.19,Spain,2,3
12546.0,222.0,Spain,3,3
12547.0,103.67,Spain,3,3
12548.0,33.6,Spain,1,3
12549.0,80.78999999999999,USA,6,3
12550.0,176.15,Spain,1,3
12551.0,16.8,Spain,1,3
12552.0,182.31,Italy,2,3
12553.0,846.19,France,17,0
12554.0,99.43,Spain,1,3
12555.0,129.23,Spain,1,3
12556.0,322.14,Spain,2,3
12557.0,126.06,Spain,8,3
12558.0,27.5,USA,2,3
12559.0,87.28,Germany,3,3
12560.0,315.8,Germany,4,3
12561.0,47.43,Germany,1,3
12562.0,675.99,France,9,0
12563.0,50.98,Italy,1,3
12564.0,117.1,France,1,3
12565.0,24.11,Saudi Arabia,2,3
12566.0,79.12,Germany,2,3
12567.0,2375.28,France,17,6
12568.0,31.17,Germany,1,3
12569.0,1061.65,Germany,35,0
12570.0,77.52,Spain,1,3
12571.0,44.9,France,2,3
12572.0,269.37,Germany,3,3
12573.0,263.39,France,5,3
12574.0,57.2,France,1,3
12575.0,135.67000000000002,France,2,3
12576.0,390.93,Poland,11,3
12577.0,558.06,France,9,0
12578.0,555.58,Italy,7,0
12579.0,116.77,France,3,3
12580.0,151.19,Germany,2,3
12581.0,43.39,Germany,1,3
12582.0,397.12,Finland,4,3
12583.0,1477.36,France,31,0
12584.0,938.1,Italy,18,0
12585.0,339.25,Germany,4,3
12586.0,498.42,Italy,5,3
12587.0,46.24,Finland,1,3
12588.0,340.22,Finland,5,3
12589.0,2846.37,France,11,6
12590.0,726.5600000000001,Germany,5,0
12591.0,299.4,Italy,3,3
12592.0,2307.48,Germany,8,6
12593.0,55.7,France,3,3
12594.0,630.37,Italy,17,0
12595.0,60.62,Germany,1,3
12596.0,118.95,Spain,2,3
12597.0,852.51,Spain,5,0
12598.0,589.53,France,15,0
12599.0,369.11,France,13,3
12600.0,852.06,Germany,26,0
12601.0,238.76,Germany,7,3
12602.0,23.65,France,1,3
12603.0,28.95,Germany,1,3
12604.0,41.46,France,2,3
12605.0,179.82999999999998,Germany,5,3
12606.0,21.0,Spain,1,3
12607.0,435.86,USA,2,3
12608.0,26.04,United Kingdom,1,3
12609.0,708.52,Germany,10,0
12610.0,545.77,Italy,7,3
12611.0,173.88,Italy,1,3
12612.0,94.24000000000001,Germany,2,3
12613.0,1032.3,Germany,13,0
12614.0,112.2,Germany,1,3
12615.0,890.14,France,11,0
12616.0,231.85,France,7,3
12617.0,79.92999999999999,France,1,3
12618.0,73.02000000000001,Italy,1,3
12619.0,1056.05,Germany,14,0
12620.0,197.6,France,3,3
12621.0,2412.46,Germany,44,6
12622.0,63.13,Germany,1,3
12623.0,549.31,Germany,9,3
12624.0,147.14,France,2,3
12625.0,446.35,Germany,5,3
12626.0,872.0,Germany,13,0
12627.0,675.72,Germany,7,0
12628.0,158.14,Germany,4,3
12629.0,179.9,Sweden,2,3
12630.0,287.13,Finland,2,3
12631.0,578.52,Finland,7,0
12632.0,98.67,Germany,4,3
12633.0,980.69,Germany,10,0
12634.0,155.55,USA,2,3
12635.0,472.78,Germany,4,3
12636.0,141.0,USA,1,3
12637.0,1621.98,France,14,0
12638.0,161.84,Sweden,2,3
12639.0,286.19,Sweden,3,3
12640.0,303.0,France,3,3
12641.0,69.64999999999999,Sweden,1,3
12642.0,168.76,Germany,3,3
12643.0,373.96999999999997,France,14,3
12644.0,416.96,Germany,6,3
12645.0,422.76,Germany,10,3
12646.0,107.42,USA,2,3
12647.0,2787.08,Germany,45,6
12648.0,243.89,Germany,5,3
12649.0,333.57,Germany,10,3
12650.0,38.69,France,1,3
12651.0,68.7,France,5,3
12652.0,159.52,Germany,3,3
12653.0,236.59,Israel,3,3
12654.0,167.98,Germany,5,3
12655.0,87.85,France,1,3
12656.0,990.7,France,12,0
12657.0,284.53,France,5,3
12658.0,148.12,Germany,1,3
12659.0,26.54,France,1,3
12660.0,50.25,France,1,3
12661.0,9.65,Sweden,1,3
12662.0,1374.04,Germany,22,0
12663.0,61.349999999999994,Germany,3,3
12664.0,529.92,Finland,12,3
12665.0,90.8,Germany,5,3
12666.0,127.31,Israel,2,3
12667.0,119.6,Finland,1,3
12668.0,1892.47,Germany,12,6
12669.0,2524.18,France,4,6
12670.0,428.21,France,8,3
12671.0,122.691,Germany,1,3
12672.0,111.75,France,3,3
12673.0,219.34,Germany,3,3
12674.0,290.68,France,7,3
12675.0,450.77,Italy,4,3
12676.0,595.51,Sweden,12,0
12677.0,90.95,France,3,3
12678.0,1819.91,France,23,6
12679.0,215.13,France,9,3
12680.0,207.17000000000002,France,4,3
12681.0,4476.04,France,56,4
12682.0,3762.13,France,53,6
12683.0,1617.44,France,27,0
12684.0,266.28,France,7,3
12685.0,482.15,France,6,3
12686.0,45.62,France,1,3
12687.0,564.93,Sweden,2,0
12688.0,705.33,Israel,1,0
12689.0,205.34,France,2,3
12690.0,88.42999999999999,France,1,3
12691.0,198.7,France,7,3
12692.0,40.6,France,1,3
12693.0,425.17,Germany,11,3
12694.0,243.23,France,4,3
12695.0,317.72,France,7,3
12696.0,212.15,Finland,3,3
12697.0,210.67,Sweden,5,3
12698.0,81.6,Germany,1,3
12699.0,127.56,Germany,1,3
12700.0,738.13,France,6,0
12701.0,438.0,Germany,6,3
12702.0,65.3,Germany,1,3
12703.0,261.87,Germany,7,3
12704.0,645.7,Finland,10,0
12705.0,1636.73,Germany,22,0
12706.0,91.89,Finland,1,3
12707.0,106.81,France,1,3
12708.0,1381.11,Germany,30,0
12709.0,2359.7,Germany,55,6
12710.0,227.77,Germany,4,3
12711.0,154.76,Germany,2,3
12712.0,1580.33,Germany,28,0
12713.0,95.13,Germany,1,3
12714.0,1786.9,France,12,6
12715.0,71.44,Sweden,1,3
12716.0,183.94,France,2,3
12717.0,402.24,Greece,4,3
12718.0,51.72,France,1,3
12719.0,149.5,France,3,3
12720.0,1480.74,Germany,41,0
12721.0,879.46,France,10,0
12722.0,251.27,France,6,3
12723.0,220.96,France,5,3
12724.0,416.88,France,7,3
12725.0,729.83,Italy,4,0
12726.0,391.25,France,11,3
12727.0,685.51,France,12,0
12728.0,274.31,France,5,3
12729.0,96.24000000000001,France,1,3
12730.0,231.05,Germany,1,3
12731.0,1340.28,France,19,0
12732.0,42.27,France,1,3
12733.0,583.11,USA,6,0
12734.0,72.89,France,3,3
12735.0,232.89999999999998,France,2,3
12736.0,22.32,France,1,3
12737.0,3710.5,France,2,6
12738.0,86.9,Germany,1,3
12739.0,726.9200000000001,United Arab Emirates,4,0
12740.0,56.0,France,1,3
12741.0,195.53,USA,2,3
12742.0,116.13,United Arab Emirates,2,3
12743.0,407.17,Unspecified,2,3
12744.0,25481.4,Singapore,14,2
12745.0,269.54,EIRE,3,3
12746.0,73.95,United Kingdom,3,3
12747.0,1166.0,United Kingdom,32,0
12748.0,25819.56,United Kingdom,365,2
12749.0,2280.73,United Kingdom,16,6
12750.0,69.3,Poland,1,3
12751.0,113.71,Brazil,1,3
12752.0,121.59,Norway,1,3
12753.0,536.39,Japan,11,3
12754.0,132.5,Japan,5,3
12755.0,256.96,Japan,22,3
12756.0,2.9699999999999998,Japan,1,3
12757.0,8035.24,Portugal,19,4
12758.0,714.05,Portugal,8,0
12759.0,867.58,Netherlands,8,0
12760.0,62.56,Netherlands,1,3
12761.0,118.65,Netherlands,2,3
12762.0,188.79,Portugal,2,3
12763.0,60.879999999999995,Japan,2,3
12764.0,242.44,Lebanon,1,3
12765.0,180.32999999999998,Netherlands,6,3
12766.0,1383.08,Portugal,11,0
12767.0,90.08,Korea,1,3
12768.0,60.160000000000004,Korea,2,3
12769.0,142.6,Brazil,1,3
12770.0,103.48,Japan,7,3
12771.0,89.8,Portugal,2,3
12772.0,203.54,Portugal,1,3
12773.0,24.22,Portugal,2,3
12774.0,23.8,Netherlands,1,3
12775.0,309.42,Netherlands,8,3
12776.0,30.12,Portugal,1,3
12777.0,83.21,United Kingdom,1,3
12778.0,360.65,Netherlands,10,3
12779.0,928.18,Poland,21,0
12780.0,60.739999999999995,Netherlands,1,3
12781.0,88.15,Czech Republic,5,3
12782.0,926.54,Portugal,14,0
12783.0,1649.24,Portugal,8,0
12784.0,428.40999999999997,Portugal,3,3
12785.0,306.68,Portugal,5,3
12786.0,55.800000000000004,Netherlands,1,3
12787.0,141.09,Netherlands,5,3
12788.0,107.1,Netherlands,4,3
12789.0,134.75,Netherlands,3,3
12790.0,183.1,Netherlands,3,3
12791.0,561.51,Netherlands,8,0
12792.0,201.66,Portugal,3,3
12793.0,205.89,Portugal,3,3
12794.0,93.47,Portugal,2,3
12795.0,107.73,Portugal,1,3
12796.0,26.7,Netherlands,1,3
12797.0,245.64,Portugal,6,3
12798.0,29.72,Japan,4,3
12799.0,42.55,Japan,1,3
12800.0,130.46,Portugal,3,3
12801.0,269.82,Sweden,2,3
12802.0,371.67,Netherlands,9,3
12803.0,99.79,Netherlands,1,3
12804.0,135.16,Netherlands,2,3
12805.0,211.75,Netherlands,4,3
12806.0,445.75,Netherlands,4,3
12807.0,144.65,Sweden,3,3
12808.0,207.14000000000001,Portugal,5,3
12809.0,567.12,Portugal,8,0
12810.0,62.13,Japan,2,3
12811.0,243.8,Portugal,5,3
12812.0,31.03,Japan,1,3
12813.0,105.55,Netherlands,3,3
12814.0,41.79,Poland,1,3
12815.0,253.87,Poland,2,3
12816.0,256.15,Poland,2,3
12817.0,190.68,Austria,3,3
12818.0,101.77,Austria,2,3
12819.0,63.35,United Kingdom,1,3
12820.0,400.01,United Kingdom,13,3
12821.0,31.28,United Kingdom,2,3
12822.0,138.81,United Kingdom,3,3
12823.0,124.3,United Kingdom,18,3
12824.0,63.39,United Kingdom,1,3
12825.0,147.74,United Kingdom,2,3
12826.0,358.74,United Kingdom,15,3
12827.0,71.7,United Kingdom,3,3
12828.0,173.04,United Kingdom,6,3
12829.0,189.13,United Kingdom,4,3
12830.0,107.52,United Kingdom,7,3
12831.0,62.269999999999996,United Kingdom,3,3
12832.0,79.08,United Kingdom,2,3
12833.0,130.59,United Kingdom,1,3
12834.0,88.09,United Kingdom,1,3
12835.0,2266.76,United Kingdom,49,6
12836.0,1929.71,United Kingdom,17,6
12837.0,380.77,United Kingdom,2,3
12838.0,1026.32,United Kingdom,12,0
12839.0,1237.44,United Kingdom,31,0
12840.0,388.52,United Kingdom,11,3
12841.0,1737.55,United Kingdom,42,0
12842.0,181.83,United Kingdom,4,3
12843.0,941.8,United Kingdom,34,0
12844.0,341.03000000000003,United Kingdom,4,3
12845.0,75.34,United Kingdom,4,3
12846.0,15.58,United Kingdom,1,3
12847.0,166.54,United Kingdom,2,3
12848.0,63.55,United Kingdom,1,3
12849.0,532.56,United Kingdom,6,3
12850.0,3.3,United Kingdom,1,3
12851.0,196.83,United Kingdom,2,3
12852.0,70.9,United Kingdom,2,3
12853.0,634.29,United Kingdom,16,0
12854.0,845.26,United Kingdom,11,0
12855.0,367.4,United Kingdom,4,3
12856.0,815.88,United Kingdom,8,0
12857.0,444.65,United Kingdom,7,3
12858.0,178.31,United Kingdom,2,3
12859.0,57.25,United Kingdom,1,3
12860.0,43.37,United Kingdom,1,3
12861.0,24.0,United Kingdom,1,3
12862.0,407.08,United Kingdom,2,3
12863.0,203.48999999999998,United Kingdom,7,3
12864.0,4.7299999999999995,United Kingdom,2,3
12865.0,597.4,Austria,5,0
12866.0,232.93,Belgium,3,3
12867.0,1481.7,United Kingdom,16,0
12868.0,388.45,United Kingdom,8,3
12869.0,95.32,United Kingdom,1,3
12870.0,453.34,United Kingdom,4,3
12871.0,50.56,United Kingdom,3,3
12872.0,1141.23,United Kingdom,13,0
12873.0,120.33,United Kingdom,3,3
12874.0,148.97,Belgium,3,3
12875.0,3.0100000000000002,United Kingdom,5,3
12876.0,430.01,Belgium,5,3
12877.0,547.02,United Kingdom,20,3
12878.0,98.03,United Kingdom,3,3
12879.0,24.22,United Kingdom,4,3
12880.0,148.42000000000002,United Kingdom,2,3
12881.0,230.8,United Kingdom,1,3
12882.0,83.69,United Kingdom,2,3
12883.0,248.93,United Kingdom,4,3
12884.0,111.89,United Kingdom,1,3
12885.0,272.06,United Kingdom,4,3
12886.0,322.07,United Kingdom,3,3
12887.0,61.65,United Kingdom,1,3
12888.0,41.53,United Kingdom,4,3
12889.0,137.23,United Kingdom,6,3
12890.0,268.9,United Kingdom,2,3
12891.0,4.64,United Kingdom,12,3
12892.0,59.58,United Kingdom,1,3
12893.0,75.17,United Kingdom,1,3
12894.0,118.3,United Kingdom,1,3
12895.0,79.4,United Kingdom,3,3
12896.0,5.95,United Kingdom,1,3
12897.0,52.85,United Kingdom,4,3
12898.0,78.87,United Kingdom,2,3
12899.0,86.14999999999999,United Kingdom,1,3
12900.0,47.019999999999996,United Kingdom,1,3
12901.0,189.19,United Kingdom,36,3
12902.0,56.19,United Kingdom,1,3
12903.0,93.59,United Kingdom,1,3
12904.0,222.12,United Kingdom,2,3
12905.0,198.68,United Kingdom,3,3
12906.0,160.77,United Kingdom,5,3
12907.0,150.41,United Kingdom,3,3
12908.0,3.8000000000000003,United Kingdom,7,3
12909.0,828.4,United Kingdom,13,0
12910.0,265.91,United Kingdom,14,3
12911.0,775.7,United Kingdom,1,0
12912.0,65.26,United Kingdom,5,3
12913.0,297.35,United Kingdom,13,3
12914.0,10.299999999999999,United Kingdom,1,3
12915.0,453.92,United Kingdom,8,3
12916.0,824.48,United Kingdom,8,0
12917.0,198.45000000000002,United Kingdom,8,3
12918.0,32860.5,United Kingdom,3,2
12919.0,144.12,United Kingdom,8,3
12920.0,185.05,United Kingdom,4,3
12921.0,3820.52,United Kingdom,103,6
12922.0,45.58,United Kingdom,1,3
12923.0,221.26,United Kingdom,3,3
12924.0,194.70000000000002,United Kingdom,14,3
12925.0,105.85,United Kingdom,3,3
12926.0,688.93,United Kingdom,4,0
12927.0,31.14,United Kingdom,1,3
12928.0,345.08,United Kingdom,12,3
12929.0,69.7,United Kingdom,2,3
12930.0,80.77,United Kingdom,4,3
12931.0,524.58,United Kingdom,71,3
12932.0,197.23000000000002,United Kingdom,8,3
12933.0,944.22,United Kingdom,11,0
12934.0,83.34,United Kingdom,1,3
12935.0,689.92,United Kingdom,19,0
12936.0,128.61,United Kingdom,5,3
12937.0,512.18,United Kingdom,9,3
12938.0,11.44,United Kingdom,1,3
12939.0,223.39000000000001,United Kingdom,20,3
12940.0,411.35,United Kingdom,4,3
12941.0,44.44,United Kingdom,1,3
12942.0,397.89,United Kingdom,3,3
12943.0,135.25,United Kingdom,4,3
12944.0,95.66,United Kingdom,2,3
12945.0,189.43,United Kingdom,2,3
12946.0,66.35,United Kingdom,1,3
12947.0,489.3,United Kingdom,11,3
12948.0,362.48,United Kingdom,10,3
12949.0,2265.17,United Kingdom,28,6
12950.0,31.95,United Kingdom,3,3
12951.0,584.9300000000001,United Kingdom,20,0
12952.0,325.9,United Kingdom,5,3
12953.0,243.36,United Kingdom,2,3
12954.0,31.150000000000002,United Kingdom,1,3
12955.0,310.94,United Kingdom,14,3
12956.0,125.23,United Kingdom,4,3
12957.0,1694.63,United Kingdom,21,0
12958.0,253.99,United Kingdom,2,3
12959.0,48.0,United Kingdom,2,3
12960.0,144.12,United Kingdom,4,3
12961.0,65.05,United Kingdom,1,3
12962.0,47.77,United Kingdom,2,3
12963.0,647.4,United Kingdom,14,0
12964.0,94.17,United Kingdom,1,3
12965.0,399.36,United Kingdom,1,3
12966.0,34.230000000000004,United Kingdom,1,3
12967.0,485.55,United Kingdom,5,3
12968.0,16.45,United Kingdom,1,3
12969.0,22.95,United Kingdom,1,3
12970.0,803.91,United Kingdom,10,0
12971.0,1056.53,United Kingdom,120,0
12972.0,282.02,United Kingdom,6,3
12973.0,170.25,United Kingdom,1,3
12974.0,173.56,United Kingdom,2,3
12975.0,590.61,United Kingdom,8,0
12976.0,237.32999999999998,United Kingdom,8,3
12977.0,340.89,United Kingdom,4,3
12978.0,430.16,United Kingdom,6,3
12979.0,132.71,United Arab Emirates,2,3
12980.0,906.99,United Kingdom,26,0
12981.0,32.47,United Kingdom,2,3
12982.0,635.25,United Kingdom,17,0
12983.0,32.39,United Kingdom,1,3
12984.0,15.4,United Kingdom,1,3
12985.0,145.84,United Kingdom,3,3
12986.0,533.29,United Kingdom,12,3
12987.0,339.68,United Kingdom,6,3
12988.0,378.14,United Kingdom,1,3
12989.0,331.54,United Kingdom,39,3
12990.0,53.95,United Kingdom,7,3
12991.0,182.0,United Kingdom,3,3
12992.0,27.3,United Kingdom,1,3
12993.0,190.05,United Kingdom,10,3
12994.0,304.81,United Kingdom,5,3
12995.0,7.99,United Kingdom,2,3
12996.0,126.1,United Kingdom,1,3
12997.0,348.85,United Kingdom,16,3
12998.0,95.76,United Kingdom,4,3
12999.0,71.38,United Kingdom,3,3
13000.0,240.94,United Kingdom,5,3
13001.0,2553.91,United Kingdom,37,6
13002.0,72.27,United Kingdom,3,3
13003.0,13.5,United Kingdom,3,3
13004.0,2010.57,United Kingdom,46,6
13005.0,283.96999999999997,United Kingdom,6,3
13006.0,21.18,United Kingdom,1,3
13007.0,65.95,United Kingdom,1,3
13008.0,92.07,United Kingdom,7,3
13009.0,7.8,United Kingdom,1,3
13010.0,21.41,United Kingdom,2,3
13011.0,25.3,United Kingdom,1,3
13012.0,558.49,United Kingdom,15,0
13013.0,1705.7,United Kingdom,31,0
13014.0,1030.48,United Kingdom,18,0
13015.0,1782.58,United Kingdom,14,6
13016.0,149.14,United Kingdom,3,3
13017.0,4.25,United Kingdom,1,3
13018.0,1650.73,United Kingdom,37,0
13019.0,248.94,United Kingdom,8,3
13020.0,139.76,United Kingdom,5,3
13021.0,990.35,United Kingdom,24,0
13022.0,25.3,Belgium,1,3
13023.0,394.93,United Kingdom,3,3
13024.0,170.37,United Kingdom,3,3
13025.0,27.84,United Kingdom,1,3
13026.0,103.84,United Kingdom,13,3
13027.0,126.24,United Kingdom,23,3
13028.0,47.27,United Kingdom,3,3
13029.0,136.32999999999998,United Kingdom,5,3
13030.0,502.53,United Kingdom,2,3
13031.0,1069.05,United Kingdom,5,0
13032.0,751.51,United Kingdom,11,0
13033.0,33.1,United Kingdom,2,3
13034.0,138.28,United Kingdom,3,3
13035.0,89.68,United Kingdom,4,3
13036.0,57.95,United Kingdom,1,3
13037.0,861.17,United Kingdom,16,0
13038.0,77.23,United Kingdom,3,3
13039.0,302.19,United Kingdom,4,3
13040.0,120.57000000000001,United Kingdom,2,3
13041.0,133.87,United Kingdom,4,3
13042.0,638.93,United Kingdom,4,0
13043.0,88.78999999999999,United Kingdom,2,3
13044.0,1406.72,United Kingdom,13,0
13045.0,132.6,United Kingdom,3,3
13046.0,279.44,United Kingdom,3,3
13047.0,2079.81,United Kingdom,42,6
13048.0,532.73,United Kingdom,13,3
13049.0,85.81,United Kingdom,5,3
13050.0,3442.43,United Kingdom,57,6
13051.0,21.45,United Kingdom,2,3
13052.0,915.12,United Kingdom,7,0
13053.0,52.75,United Kingdom,1,3
13054.0,14.0,United Kingdom,1,3
13055.0,364.67,United Kingdom,6,3
13056.0,90.74,United Kingdom,1,3
13057.0,141.99,United Kingdom,4,3
13058.0,46.6,United Kingdom,3,3
13059.0,908.27,United Kingdom,12,0
13060.0,59.74,United Kingdom,1,3
13061.0,34.03,United Kingdom,1,3
13062.0,75.00999999999999,United Kingdom,1,3
13063.0,27.5,United Kingdom,1,3
13064.0,458.86,United Kingdom,6,3
13065.0,342.28000000000003,United Kingdom,6,3
13066.0,172.27,United Kingdom,3,3
13067.0,146.2,United Kingdom,3,3
13068.0,3.44,United Kingdom,2,3
13069.0,2179.89,United Kingdom,42,6
13070.0,71.42,United Kingdom,5,3
13071.0,49.27,United Kingdom,1,3
13072.0,23.450000000000003,United Kingdom,1,3
13073.0,95.97999999999999,United Kingdom,2,3
13074.0,122.67,United Kingdom,5,3
13075.0,44.87,United Kingdom,1,3
13076.0,35.85,United Kingdom,1,3
13077.0,708.27,United Kingdom,14,0
13078.0,3386.82,United Kingdom,95,6
13079.0,52.69,United Kingdom,6,3
13080.0,61.22,United Kingdom,5,3
13081.0,5311.15,United Kingdom,44,4
13082.0,341.1,United Kingdom,25,3
13083.0,63.86,United Kingdom,3,3
13084.0,3.4,United Kingdom,2,3
13085.0,1142.05,United Kingdom,10,0
13086.0,184.93,United Kingdom,1,3
13087.0,85.77,United Kingdom,1,3
13088.0,83.12,United Kingdom,1,3
13089.0,9422.58,United Kingdom,247,4
13090.0,1333.5,United Kingdom,30,0
13091.0,1402.9,United Kingdom,6,0
13092.0,579.3,United Kingdom,15,0
13093.0,3300.27,United Kingdom,88,6
13094.0,51.77,United Kingdom,17,3
13095.0,4.16,United Kingdom,1,3
