,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
28,frozenset({'22411'}),frozenset({'20712'}),0.04583011583011583,0.033667953667953665,0.015057915057915058,0.32855939342881213,9.758816846108067,0.013514908841549768,1.4391921442862472,0.9406381153073178
29,frozenset({'20712'}),frozenset({'22411'}),0.033667953667953665,0.04583011583011583,0.015057915057915058,0.4472477064220184,9.758816846108068,0.013514908841549768,1.726216056008587,0.9287993344889621
30,frozenset({'23199'}),frozenset({'20712'}),0.03857142857142857,0.033667953667953665,0.011737451737451738,0.30430430430430433,9.038396194359498,0.010438830667402097,1.389015416238438,0.9250410573238446
31,frozenset({'20712'}),frozenset({'23199'}),0.033667953667953665,0.03857142857142857,0.011737451737451738,0.3486238532110092,9.038396194359498,0.010438830667402097,1.4759959758551309,0.9203471059781465
32,frozenset({'85099B'}),frozenset({'20712'}),0.08243243243243244,0.033667953667953665,0.020772200772200773,0.25199063231850116,7.484584147992179,0.017996869456328918,1.2918715835434684,0.9442269683713751
33,frozenset({'20712'}),frozenset({'85099B'}),0.033667953667953665,0.08243243243243244,0.020772200772200773,0.6169724770642203,7.48458414799218,0.017996869456328918,2.395565625505746,0.8965779887863883
34,frozenset({'85099C'}),frozenset({'20712'}),0.03656370656370656,0.033667953667953665,0.011776061776061776,0.3220696937697994,9.566060858529593,0.010545036597546251,1.4254150278449345,0.9294478209197226
35,frozenset({'20712'}),frozenset({'85099C'}),0.033667953667953665,0.03656370656370656,0.011776061776061776,0.3497706422018349,9.566060858529593,0.010545036597546251,1.4816868569249524,0.9266625969078566
36,frozenset({'DOT'}),frozenset({'20712'}),0.027413127413127413,0.033667953667953665,0.013938223938223937,0.5084507042253521,15.101918852564932,0.013015280034585052,1.9658904094434182,0.9601026657238779
37,frozenset({'20712'}),frozenset({'DOT'}),0.033667953667953665,0.027413127413127413,0.013938223938223937,0.4139908256880734,15.10191885256493,0.013015280034585052,1.6596785770954066,0.966317170752137
38,frozenset({'21931'}),frozenset({'20713'}),0.04637065637065637,0.02602316602316602,0.012316602316602317,0.2656119900083264,10.206751544830349,0.011109891027265544,1.326242831753036,0.9458870379304126
39,frozenset({'20713'}),frozenset({'21931'}),0.02602316602316602,0.04637065637065637,0.012316602316602317,0.4732937685459941,10.206751544830347,0.011109891027265544,1.8105526129751484,0.9261263755586798
40,frozenset({'22386'}),frozenset({'20713'}),0.04752895752895753,0.02602316602316602,0.010888030888030888,0.22908204711616573,8.803004481170166,0.00965117693534682,1.2633988225769048,0.930634508696561
41,frozenset({'20713'}),frozenset({'22386'}),0.02602316602316602,0.04752895752895753,0.010888030888030888,0.41839762611275966,8.803004481170166,0.00965117693534682,1.6376670475139865,0.9100857327771134
42,frozenset({'22411'}),frozenset({'20713'}),0.04583011583011583,0.02602316602316602,0.010154440154440154,0.22156697556866048,8.51422057452271,0.00896179544133212,1.2512018419161275,0.924939522447738
43,frozenset({'20713'}),frozenset({'22411'}),0.02602316602316602,0.04583011583011583,0.010154440154440154,0.39020771513353114,8.51422057452271,0.00896179544133212,1.5647457467895423,0.9061298033081325
44,frozenset({'85099B'}),frozenset({'20713'}),0.08243243243243244,0.02602316602316602,0.015212355212355212,0.18454332552693206,7.091501678260446,0.013067202337472607,1.1943943368986447,0.9361557381338637
45,frozenset({'20713'}),frozenset({'85099B'}),0.02602316602316602,0.08243243243243244,0.015212355212355212,0.5845697329376854,7.091501678260446,0.013067202337472607,2.208716216216216,0.8819369347796427
46,frozenset({'85099C'}),frozenset({'20713'}),0.03656370656370656,0.02602316602316602,0.010038610038610039,0.27455121436114044,10.55026179815065,0.009087106632280378,1.3425852427599152,0.9395697757938772
47,frozenset({'20713'}),frozenset({'85099C'}),0.02602316602316602,0.03656370656370656,0.010038610038610039,0.38575667655786355,10.55026179815065,0.009087106632280378,1.5684929028407288,0.9294015942037824
48,frozenset({'20718'}),frozenset({'85099B'}),0.022393822393822392,0.08243243243243244,0.011196911196911196,0.5,6.065573770491803,0.00935093394552854,1.835135135135135,0.854265402843602
49,frozenset({'85099B'}),frozenset({'20718'}),0.08243243243243244,0.022393822393822392,0.011196911196911196,0.13583138173302106,6.065573770491803,0.00935093394552854,1.1312678532190727,0.9101620029455081
50,frozenset({'20723'}),frozenset({'20719'}),0.02833976833976834,0.03254826254826255,0.015752895752895752,0.555858310626703,17.07797182115256,0.014830485532416034,2.1782502309496174,0.9689035393224285
51,frozenset({'20719'}),frozenset({'20723'}),0.03254826254826255,0.02833976833976834,0.015752895752895752,0.48398576512455516,17.07797182115256,0.014830485532416034,1.8830105179070695,0.9731183489878372
52,frozenset({'20719'}),frozenset({'20724'}),0.03254826254826255,0.04054054054054054,0.019575289575289576,0.601423487544484,14.83511269276394,0.01825576541792758,2.407215250965251,0.9639678338122809
53,frozenset({'20724'}),frozenset({'20719'}),0.04054054054054054,0.03254826254826255,0.019575289575289576,0.4828571428571428,14.835112692763937,0.01825576541792758,1.8707630282215917,0.9719976664722062
54,frozenset({'20725'}),frozenset({'20719'}),0.062084942084942085,0.03254826254826255,0.012084942084942084,0.19465174129353233,5.98040343950473,0.010064185089667714,1.2012837017933542,0.887913242977217
55,frozenset({'20719'}),frozenset({'20725'}),0.03254826254826255,0.062084942084942085,0.012084942084942084,0.3712930011862396,5.980403439504729,0.010064185089667714,1.491815837400743,0.8608049047532649
56,frozenset({'20719'}),frozenset({'20726'}),0.03254826254826255,0.04003861003861004,0.01084942084942085,0.33333333333333337,8.325297332047574,0.00954623365781667,1.439942084942085,0.9094863710739515
57,frozenset({'20726'}),frozenset({'20719'}),0.04003861003861004,0.03254826254826255,0.01084942084942085,0.2709739633558341,8.325297332047572,0.00954623365781667,1.327046893832608,0.916582874150344
58,frozenset({'20719'}),frozenset({'20727'}),0.03254826254826255,0.05,0.011042471042471042,0.33926453143534996,6.785290628706999,0.009415057915057914,1.4377917414721724,0.8813074023394493
59,frozenset({'20727'}),frozenset({'20719'}),0.05,0.03254826254826255,0.011042471042471042,0.22084942084942083,6.785290628706998,0.009415057915057914,1.2416749256689792,0.8974972396025028
60,frozenset({'20719'}),frozenset({'20728'}),0.03254826254826255,0.04528957528957529,0.01027027027027027,0.3155397390272835,6.967160478096029,0.008796173283045869,1.3948368943342946,0.8852839585894536
61,frozenset({'20728'}),frozenset({'20719'}),0.04528957528957529,0.03254826254826255,0.01027027027027027,0.22676896845694797,6.967160478096029,0.008796173283045869,1.2511806924265578,0.8970987240820131
62,frozenset({'21212'}),frozenset({'20719'}),0.05150579150579151,0.03254826254826255,0.010810810810810811,0.2098950524737631,6.448732928909211,0.009134386786124238,1.224459789146696,0.890812795850246
63,frozenset({'20719'}),frozenset({'21212'}),0.03254826254826255,0.05150579150579151,0.010810810810810811,0.33214709371293005,6.4487329289092115,0.009134386786124238,1.4202142411378647,0.8733570316820507
64,frozenset({'22355'}),frozenset({'20719'}),0.034555984555984555,0.03254826254826255,0.017722007722007722,0.5128491620111733,15.756575677448858,0.01659727046406583,1.9859387729800575,0.9700556620702004
65,frozenset({'20719'}),frozenset({'22355'}),0.03254826254826255,0.034555984555984555,0.017722007722007722,0.5444839857651246,15.756575677448858,0.01659727046406583,2.1194513151544405,0.9680425362200329
66,frozenset({'20719'}),frozenset({'22356'}),0.03254826254826255,0.029343629343629343,0.015328185328185329,0.47093712930011866,16.049041643254043,0.01437310117618998,1.8346711221150684,0.9692379963104777
67,frozenset({'22356'}),frozenset({'20719'}),0.029343629343629343,0.03254826254826255,0.015328185328185329,0.5223684210526316,16.049041643254043,0.01437310117618998,2.0255187891551527,0.9660380458851089
68,frozenset({'20719'}),frozenset({'22383'}),0.03254826254826255,0.050424710424710424,0.010579150579150579,0.3250296559905101,6.445840804099703,0.008937913865326993,1.4068400160140055,0.873285114318915
69,frozenset({'22383'}),frozenset({'20719'}),0.050424710424710424,0.03254826254826255,0.010579150579150579,0.20980091883614088,6.445840804099702,0.008937913865326993,1.2243139235581095,0.8897253439655628
70,frozenset({'22423'}),frozenset({'20719'}),0.08386100386100385,0.03254826254826255,0.010038610038610039,0.11970534069981585,3.6777797439207953,0.007309080067381226,1.0990089820842959,0.7947449297162716
71,frozenset({'20719'}),frozenset({'22423'}),0.03254826254826255,0.08386100386100385,0.010038610038610039,0.3084223013048636,3.6777797439207953,0.007309080067381226,1.3247087028219104,0.752592397027086
72,frozenset({'20719'}),frozenset({'23204'}),0.03254826254826255,0.022818532818532817,0.011274131274131275,0.34638196915776986,15.179852793885347,0.010531427676987523,1.4950344407150213,0.9655501894037759
73,frozenset({'23204'}),frozenset({'20719'}),0.022818532818532817,0.03254826254826255,0.011274131274131275,0.4940778341793571,15.179852793885349,0.010531427676987523,1.9122541031236682,0.9559362715196338
74,frozenset({'20719'}),frozenset({'85099B'}),0.03254826254826255,0.08243243243243244,0.011660231660231661,0.3582443653618031,4.34591525193007,0.008977199206928937,1.4297771893890192,0.7958008059505124
75,frozenset({'85099B'}),frozenset({'20719'}),0.08243243243243244,0.03254826254826255,0.011660231660231661,0.1414519906323185,4.34591525193007,0.008977199206928937,1.126846404505979,0.8390650450116554
76,frozenset({'20723'}),frozenset({'20724'}),0.02833976833976834,0.04054054054054054,0.01891891891891892,0.6675749318801091,16.466848319709356,0.017770009391631016,2.886242800177227,0.966667045106209
77,frozenset({'20724'}),frozenset({'20723'}),0.04054054054054054,0.02833976833976834,0.01891891891891892,0.4666666666666667,16.466848319709356,0.017770009391631016,1.8218629343629342,0.9789594711123887
78,frozenset({'20723'}),frozenset({'20725'}),0.02833976833976834,0.062084942084942085,0.011737451737451738,0.4141689373297003,6.671004649775645,0.009977978861376545,1.6009991918829127,0.8748917712703438
79,frozenset({'20725'}),frozenset({'20723'}),0.062084942084942085,0.02833976833976834,0.011737451737451738,0.1890547263681592,6.671004649775645,0.009977978861376545,1.1981822488570955,0.906369435031676
80,frozenset({'20723'}),frozenset({'20727'}),0.02833976833976834,0.05,0.010926640926640927,0.38555858310626706,7.7111716621253406,0.00950965250965251,1.5461197339246122,0.8957020086273785
81,frozenset({'20727'}),frozenset({'20723'}),0.05,0.02833976833976834,0.010926640926640927,0.21853281853281853,7.7111716621253406,0.00950965250965251,1.2433794466403163,0.9161242328435932
82,frozenset({'20723'}),frozenset({'20728'}),0.02833976833976834,0.04528957528957529,0.010347490347490348,0.3651226158038147,8.061957160544587,0.009063994275577287,1.5037713556597678,0.9015092027741765
83,frozenset({'20728'}),frozenset({'20723'}),0.04528957528957529,0.02833976833976834,0.010347490347490348,0.22847399829497017,8.061957160544587,0.009063994275577287,1.2594004991574053,0.9175144820243023
84,frozenset({'22355'}),frozenset({'20723'}),0.034555984555984555,0.02833976833976834,0.01613899613899614,0.46703910614525146,16.479990257713915,0.015159687541926925,1.8231360740794704,0.9729412969080825
85,frozenset({'20723'}),frozenset({'22355'}),0.02833976833976834,0.034555984555984555,0.01613899613899614,0.569482288828338,16.479990257713915,0.015159687541926925,2.242518694100973,0.9667168850507273
86,frozenset({'20723'}),frozenset({'22356'}),0.02833976833976834,0.029343629343629343,0.014749034749034749,0.5204359673024523,17.735909938333574,0.013917443091188265,2.0240391365391366,0.971139071122719
87,frozenset({'22356'}),frozenset({'20723'}),0.029343629343629343,0.02833976833976834,0.014749034749034749,0.5026315789473684,17.735909938333574,0.013917443091188265,1.9536025821740106,0.9721434313394728
88,frozenset({'20723'}),frozenset({'23204'}),0.02833976833976834,0.022818532818532817,0.01,0.3528610354223433,15.463791569270207,0.009353328066069378,1.5100025198130462,0.9626130370785858
89,frozenset({'23204'}),frozenset({'20723'}),0.022818532818532817,0.02833976833976834,0.01,0.4382402707275804,15.463791569270208,0.009353328066069378,1.7296722798530029,0.957174115576265
90,frozenset({'20723'}),frozenset({'85099B'}),0.02833976833976834,0.08243243243243244,0.010424710424710425,0.3678474114441417,4.462411220797784,0.008088594385891684,1.45149697110904,0.7985362378988701
91,frozenset({'85099B'}),frozenset({'20723'}),0.08243243243243244,0.02833976833976834,0.010424710424710425,0.12646370023419204,4.462411220797785,0.008088594385891684,1.1123295413375842,0.8456117383952437
92,frozenset({'20725'}),frozenset({'20724'}),0.062084942084942085,0.04054054054054054,0.015328185328185329,0.2468905472636816,6.089966832504145,0.012811228216633622,1.2739973664829154,0.891120668308875
93,frozenset({'20724'}),frozenset({'20725'}),0.04054054054054054,0.062084942084942085,0.015328185328185329,0.3780952380952381,6.089966832504146,0.012811228216633622,1.5081329415173212,0.8711107957569092
94,frozenset({'20724'}),frozenset({'20726'}),0.04054054054054054,0.04003861003861004,0.010154440154440154,0.25047619047619046,6.255866280938604,0.00853125326098299,1.280761701981524,0.8756493332619288
95,frozenset({'20726'}),frozenset({'20724'}),0.04003861003861004,0.04054054054054054,0.010154440154440154,0.2536162005785921,6.255866280938604,0.00853125326098299,1.285477337802919,0.8751914866089745
96,frozenset({'20724'}),frozenset({'20727'}),0.04054054054054054,0.05,0.013667953667953668,0.33714285714285713,6.742857142857142,0.011640926640926641,1.433189655172414,0.8876820243494867
97,frozenset({'20727'}),frozenset({'20724'}),0.05,0.04054054054054054,0.013667953667953668,0.27335907335907333,6.742857142857142,0.011640926640926641,1.320403825717322,0.896520963425513
98,frozenset({'20724'}),frozenset({'20728'}),0.04054054054054054,0.04528957528957529,0.011853281853281853,0.29238095238095235,6.455811310031258,0.010017217990190962,1.349187006656724,0.8808092856815157
99,frozenset({'20728'}),frozenset({'20724'}),0.04528957528957529,0.04054054054054054,0.011853281853281853,0.26172208013640236,6.455811310031258,0.010017217990190962,1.2995911616003994,0.8851907125484558
100,frozenset({'21212'}),frozenset({'20724'}),0.05150579150579151,0.04054054054054054,0.012432432432432432,0.24137931034482757,5.954022988505747,0.010344359803819262,1.2647420147420148,0.8772286900594316
101,frozenset({'20724'}),frozenset({'21212'}),0.04054054054054054,0.05150579150579151,0.012432432432432432,0.30666666666666664,5.954022988505747,0.010344359803819262,1.3680204930204931,0.8672032193158953
102,frozenset({'21931'}),frozenset({'20724'}),0.04637065637065637,0.04054054054054054,0.010772200772200773,0.23230641132389676,5.73022481265612,0.008892309297714705,1.2497948056516386,0.8656264434544606
103,frozenset({'20724'}),frozenset({'21931'}),0.04054054054054054,0.04637065637065637,0.010772200772200773,0.26571428571428574,5.730224812656121,0.008892309297714705,1.298717004942686,0.8603665000757232
104,frozenset({'20724'}),frozenset({'22197'}),0.04054054054054054,0.055675675675675676,0.010386100386100387,0.2561904761904762,4.601479426722145,0.00812897839924867,1.2695781569021005,0.8157495156814494
105,frozenset({'22197'}),frozenset({'20724'}),0.055675675675675676,0.04054054054054054,0.010386100386100387,0.18654646324549237,4.601479426722145,0.00812897839924867,1.1794889518674685,0.828823921198954
106,frozenset({'22355'}),frozenset({'20724'}),0.034555984555984555,0.04054054054054054,0.019691119691119693,0.5698324022346369,14.05586592178771,0.01829020139830951,2.2304317304317305,0.9621016973075973
107,frozenset({'20724'}),frozenset({'22355'}),0.04054054054054054,0.034555984555984555,0.019691119691119693,0.4857142857142857,14.05586592178771,0.01829020139830951,1.8772522522522526,0.9681027340513672
108,frozenset({'20724'}),frozenset({'22356'}),0.04054054054054054,0.029343629343629343,0.020308880308880308,0.5009523809523809,17.0719298245614,0.019119273713868307,1.94501753662059,0.9812028061907566
109,frozenset({'22356'}),frozenset({'20724'}),0.029343629343629343,0.04054054054054054,0.020308880308880308,0.6921052631578947,17.0719298245614,0.019119273713868307,3.1161931161931156,0.9698842376229238
110,frozenset({'22382'}),frozenset({'20724'}),0.04517374517374517,0.04054054054054054,0.011196911196911196,0.24786324786324784,6.113960113960113,0.009365543149326932,1.2756449631449631,0.8760126608753851
111,frozenset({'20724'}),frozenset({'22382'}),0.04054054054054054,0.04517374517374517,0.011196911196911196,0.27619047619047615,6.113960113960113,0.009365543149326932,1.3191678520625887,0.8717824186498299
112,frozenset({'20724'}),frozenset({'22383'}),0.04054054054054054,0.050424710424710424,0.012432432432432432,0.30666666666666664,6.081674323634507,0.010388187415214443,1.3695797445797446,0.8708774385443094
113,frozenset({'22383'}),frozenset({'20724'}),0.050424710424710424,0.04054054054054054,0.012432432432432432,0.2465543644716692,6.081674323634506,0.010388187415214443,1.2734289167215995,0.8799424391244242
114,frozenset({'20724'}),frozenset({'22384'}),0.04054054054054054,0.04285714285714286,0.010733590733590733,0.26476190476190475,6.177777777777777,0.008996138996138995,1.3018134715025906,0.8735434187860979
115,frozenset({'22384'}),frozenset({'20724'}),0.04285714285714286,0.04054054054054054,0.010733590733590733,0.25045045045045045,6.177777777777777,0.008996138996138995,1.2800480769230769,0.8756576828089766
116,frozenset({'20724'}),frozenset({'23204'}),0.04054054054054054,0.022818532818532817,0.01277992277992278,0.3152380952380952,13.815002820078961,0.011854847125117396,1.4270383039506822,0.9668099229820009
117,frozenset({'23204'}),frozenset({'20724'}),0.022818532818532817,0.04054054054054054,0.01277992277992278,0.5600676818950932,13.815002820078963,0.011854847125117396,2.180925155925156,0.9492760119365727
118,frozenset({'23206'}),frozenset({'20724'}),0.0405019305019305,0.04054054054054054,0.01054054054054054,0.26024785510009535,6.419447092469018,0.008898570385056872,1.2970012538311506,0.8798593463194485
119,frozenset({'20724'}),frozenset({'23206'}),0.04054054054054054,0.0405019305019305,0.01054054054054054,0.26,6.419447092469018,0.008898570385056872,1.296619012835229,0.8798947531341897
120,frozenset({'47566'}),frozenset({'20724'}),0.06586872586872587,0.04054054054054054,0.010347490347490348,0.1570926143024619,3.8749511527940603,0.007677136596055515,1.13827387888584,0.7942483581102505
121,frozenset({'20724'}),frozenset({'47566'}),0.04054054054054054,0.06586872586872587,0.010347490347490348,0.25523809523809526,3.8749511527940603,0.007677136596055515,1.2542683348309949,0.7732814799243221
122,frozenset({'20724'}),frozenset({'85099B'}),0.04054054054054054,0.08243243243243244,0.01671814671814672,0.4123809523809524,5.002654176424668,0.013376291349264323,1.5615007227649043,0.8339134111830335
123,frozenset({'85099B'}),frozenset({'20724'}),0.08243243243243244,0.04054054054054054,0.01671814671814672,0.2028103044496487,5.0026541764246675,0.013376291349264323,1.203552259662718,0.8719860411486802
124,frozenset({'20725'}),frozenset({'20726'}),0.062084942084942085,0.04003861003861004,0.02054054054054054,0.3308457711442786,8.263168247480053,0.018054745755131853,1.4345891403883968,0.9371648700212576
125,frozenset({'20726'}),frozenset({'20725'}),0.04003861003861004,0.062084942084942085,0.02054054054054054,0.5130183220829314,8.263168247480053,0.018054745755131853,1.9259760694216135,0.9156420794979042
126,frozenset({'20725'}),frozenset({'20727'}),0.062084942084942085,0.05,0.025019305019305018,0.40298507462686567,8.059701492537313,0.021915057915057913,1.59125,0.9339075202322362
127,frozenset({'20727'}),frozenset({'20725'}),0.05,0.062084942084942085,0.025019305019305018,0.5003861003861003,8.059701492537313,0.021915057915057913,1.877279752704791,0.9220272904483431
128,frozenset({'20725'}),frozenset({'20728'}),0.062084942084942085,0.04528957528957529,0.0216988416988417,0.34950248756218905,7.717062598346714,0.018887041039936794,1.4676619148512073,0.9280339499318201
129,frozenset({'20728'}),frozenset({'20725'}),0.04528957528957529,0.062084942084942085,0.0216988416988417,0.47911338448422847,7.717062598346715,0.018887041039936794,1.8006127052935563,0.9117078785030037
130,frozenset({'21212'}),frozenset({'20725'}),0.05150579150579151,0.062084942084942085,0.013590733590733591,0.2638680659670165,4.250113749095601,0.010392999508057423,1.2741127161493762,0.8062381118027132
131,frozenset({'20725'}),frozenset({'21212'}),0.062084942084942085,0.05150579150579151,0.013590733590733591,0.21890547263681592,4.250113749095601,0.010392999508057423,1.2143142414479995,0.8153320210170201
132,frozenset({'21931'}),frozenset({'20725'}),0.04637065637065637,0.062084942084942085,0.013281853281853282,0.28642797668609493,4.613485445379266,0.01040293376664033,1.3143943810454894,0.8213297403058406
133,frozenset({'20725'}),frozenset({'21931'}),0.062084942084942085,0.04637065637065637,0.013281853281853282,0.21393034825870647,4.613485445379265,0.01040293376664033,1.2131613801866967,0.8350906988232322
134,frozenset({'20725'}),frozenset({'22197'}),0.062084942084942085,0.055675675675675676,0.011814671814671815,0.19029850746268656,3.4179829010288363,0.008358050714807472,1.1662622991655252,0.7542578368413067
135,frozenset({'22197'}),frozenset({'20725'}),0.055675675675675676,0.062084942084942085,0.011814671814671815,0.21220527045769766,3.4179829010288367,0.008358050714807472,1.1905576703464027,0.7491385793012112
136,frozenset({'22355'}),frozenset({'20725'}),0.034555984555984555,0.062084942084942085,0.013436293436293436,0.3888268156424581,6.262819978320687,0.011290887136446982,1.5346142172467585,0.8704052292989678
137,frozenset({'20725'}),frozenset({'22355'}),0.062084942084942085,0.034555984555984555,0.013436293436293436,0.21641791044776118,6.262819978320687,0.011290887136446982,1.2320904578047436,0.8959526905409473
138,frozenset({'20725'}),frozenset({'22356'}),0.062084942084942085,0.029343629343629343,0.011853281853281853,0.19092039800995025,6.506366195339094,0.010031484324920618,1.1997044150772054,0.9023251847366273
139,frozenset({'22356'}),frozenset({'20725'}),0.029343629343629343,0.062084942084942085,0.011853281853281853,0.40394736842105267,6.506366195339094,0.010031484324920618,1.573544026524159,0.8718887584575238
140,frozenset({'22382'}),frozenset({'20725'}),0.04517374517374517,0.062084942084942085,0.021737451737451736,0.4811965811965812,7.750616575243441,0.018932842384579835,1.807842862867575,0.9121848108775485
141,frozenset({'20725'}),frozenset({'22382'}),0.062084942084942085,0.04517374517374517,0.021737451737451736,0.35012437810945274,7.750616575243441,0.018932842384579835,1.4692446102972418,0.9286320752923504
142,frozenset({'20725'}),frozenset({'22383'}),0.062084942084942085,0.050424710424710424,0.0255984555984556,0.41231343283582095,8.176813101414826,0.022467840372087478,1.6157852546423974,0.9358021894998484
143,frozenset({'22383'}),frozenset({'20725'}),0.050424710424710424,0.062084942084942085,0.0255984555984556,0.5076569678407351,8.176813101414826,0.022467840372087478,1.9050032124993246,0.9243110834890753
144,frozenset({'20725'}),frozenset({'22384'}),0.062084942084942085,0.04285714285714286,0.023667953667953667,0.3812189054726368,8.895107794361525,0.021007170435741865,1.5468198133524766,0.9463315952807992
145,frozenset({'22384'}),frozenset({'20725'}),0.04285714285714286,0.062084942084942085,0.023667953667953667,0.5522522522522522,8.895107794361524,0.021007170435741865,2.0947398677780966,0.9273209807406686
146,frozenset({'22386'}),frozenset({'20725'}),0.04752895752895753,0.062084942084942085,0.012509652509652509,0.26320064987814784,4.239363701395541,0.009558819934109508,1.272958584667515,0.8022454332397986
